【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
おおい町,そうは思わない,敦賀から来るのに時間がかかるため,ややそう思う,交通手段が増える。新幹線が使いやすくなる,そうは思わない,観光客が増えると街が活性化する為,そう思う,福井は恐竜など、嶺北メインな感じがするが、嶺南にも足をのばして欲しい。,ややそう思う,福井県の活性化のため,どちらかといえば評価している,PR活動など頑張っていると思うから,好ましい,福井県が豊かになる。移住したいと思う人が増えるかもしれないから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊",マナーの悪い人もいるので、注意書きなど、ゴミの問題も事前にしっかり準備して欲しい。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,2,田舎でアクセスが悪いから。,8,子供の補助など手厚いので、住むには良い。,8,上記に同じ,40～49歳,女性
敦賀市,とてもそう思う,敦賀駅が終着になった。甲信越からアクセスが良くなった,そう思う,アクセスは良くなったが、JR代金が高くなった,そう思う,観光消費額が増える,とてもそう思う,福井の魚、酒を、もっと知ってほしい,ややそう思う,実際に、目的地としてあり続けるのは難しいと思う。リピートが課題だなと。,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",3,4,食の素材はどこにも負けてない。県外でても敦賀の魚のほうが結局おいしい,7,食は良い。職が少ない。,8,,30～39歳,男性
福井市,とてもそう思う,東京までの沿線上に観光に行く人が増えていいと思う,とてもそう思う,福井駅にちかいから,あまりそうは思わない,あまりにも、人が来すぎても、対応しきりてない部分があると思う,とてもそう思う,魅力を知ってほしい,とてもそう思う,たくさんいいところがある,評価している,スタンプラリーとかイベントごとが楽しい,好ましい,増える分の宿泊施設とか食事処などの充実さが少しかけるかな,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",福井の空気、食べ物がいかにおいしいか気づいてほしい,"歴史文化資源の破壊, 自然破壊",田舎なりの良さが残っててほしい,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋",4,5,きれいな景色、食事を紹介できる,8,交通機関がもっと便利になったらいい,10,県外に行っても、帰ってくるとやっぱり福井の空気と雰囲気に癒されるし、安心する,40～49歳,女性
越前町,そう思う,たかふにも駅が出来て、少し遠くても越前町のカニや海水浴を行き先に検討してくれる人が増えた,とてもそう思う,昔からの推しの橘ケンチさんが来福してくれて、福井を宣伝してくれる,とてもそう思う,,とてもそう思う,友人も来たいと連絡が増えた,そう思う,交通の利便性を高めてほしい,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋",4,4,,9,病院も多く制度も充実している方だと思う,9,,40～49歳,女性
敦賀市,そう思う,駅前広場に人が増えたから。関東の友達も新幹線開通ニュースを見て敦賀を認知してくれた。,そう思う,色々なイベントが増えて、子供と楽しく参加しています。,とてもそう思う,観光を通じて、福井の魅力を広めることができるから。,とてもそう思う,福井の自然と美食を楽しんで欲しいから。,そう思う,,評価している,観光協会のインスタをみて、いつも子供とイベントに参加しています。,好ましい,敦賀駅前の商店街など賑やかになったら嬉しいから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化",3,3,,8,,9,,30～39歳,女性
鯖江市,全くそうは思わない,名古屋、関西からの移動が不便になり、JR撤退により駅前が寂しくなってしまった,全くそうは思わない,,とてもそう思う,福井県は観光地が多いから観光産業が栄えるといいと思うから,とてもそう思う,自然豊かで地場産業が沢山あるのを知って欲しいから,とてもそう思う,,とても評価している,SNSを利用したり知名度を上げる為の宣伝が増えてきているから,好ましい,増加するのはいいが、自然を汚さないようにして欲しい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",観光客が増える事で地域活性に繋がるから,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",他の観光地がそうだから,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド",5,5,地場産業も多く西山公園も綺麗だから,9,自然豊かで美味しい物や買い物もできるから,7,高齢化が進み交通網がどうなっているのか,60～69歳,女性
坂井市,あまりそうは思わない,,ややそう思う,,そうは思わない,,ややそう思う,,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,3,2,,6,,6,,20～29歳,女性
敦賀市,そう思う,,ややそう思う,,そう思う,,そう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 駐車場",1,2,,7,,7,,30～39歳,女性
福井市,ややそう思う,,あまりそうは思わない,,ややそう思う,,とてもそう思う,,そう思う,,どちらかと言えば評価していない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 駐車場",3,3,,8,,8,,60～69歳,女性
福井市,そう思う,各駅が変わり活性化した,あまりそうは思わない,県外に行くことがあまりない,そう思う,県外の人に福井を知ってもらうきっかけになる,そう思う,数ある観光地からわざわざ福井を選んでくれた,あまりそうは思わない,観光だけではダメ,どちらともいえない,取り組み内容を知らない,どちらともいえない,良い面悪い面の両方かわある,"まちに賑わいが生まれる, 地域の知名度が上がる",,その他,物価上昇,観光スポットを結ぶ交通機関,1,2,住んでいる地域のことを特徴をよく知らない,5,他県で住んだ経験がないから比較できない,5,他県で住んだ経験がないから比較できない,40～49歳,男性
越前町,あまりそうは思わない,観光で来られた感じの方を見かけない。,あまりそうは思わない,駅などリニューアルして良いが、普段の生活には影響がないので。,あまりそうは思わない,経済効果はあると思う。観光資源の整備や発見があると思う。,とてもそう思う,山、海などの自然があり、美味しい食べ物もある。福井県を知らない人に知って欲しい。気持ち良く過ごして癒やされるところだと知って欲しい。,そう思う,人の手では作れないものが多くあるので。,どちらともいえない,新しいものを作ったり、お金をかけないとできない感じがある。　既存のものを活用したり、伝統ある行事を大事にしていって欲しい。,どちらかと言えば好ましい,経済効果がある。福井県を知ってもらえる。,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光案内所、観光ガイド, 体験施設",3,4,自然があり、生活しやすい。食料、住居、医療などは恵まれているように思う。,8,車さえあれば、生活しやすい。高齢になって、運転できなくなると住みにくいかな。,8,まだ、運転できる年齢。,60～69歳,女性
福井市,とてもそう思う,長野〜東京のアクセスがよくなり活性化した。,とてもそう思う,東京出張が楽になった。,そうは思わない,福井はぃぃ人ばかりだから,そう思う,,そう思う,,とても評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 飲食施設, 駐車場",4,5,何もないところを探索して見つけてもらう,10,,10,,50～59歳,男性
越前町,あまりそうは思わない,最寄り駅がないため,あまりそうは思わない,最寄り駅がないため,そう思う,経済効果がある,そう思う,経済効果がある,そう思う,経済効果がある,どちらかといえば評価している,snsがんばってるとおもう,どちらかと言えば好ましい,経済効果がある,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",経済効果に期待,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",他県のニュースで言っている,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント",5,5,恐竜博物館があるから,6,賃金を上げてほしい,4,交通の便が悪くなってく,40～49歳,女性
南越前町,ややそう思う,名古屋までがすぐ行けなくなった,ややそう思う,東京に行く手段が増えた,全くそうは思わない,観光客が増えるといろいろな職種で売り上げがあがるから,とてもそう思う,美味しいものがいっぱいあるから是非来て欲しいです,とてもそう思う,もっと栄えて欲しいから,評価している,いろいろ考えてやってくれてるから,とても好ましい,経済が豊になるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光イベント, 飲食施設, 宿泊施設、土産物屋",4,4,,8,食べ物も美味しいし長年住んで愛着があるから,9,もっと良くなってると思うから,50～59歳,女性
小浜市,あまりそうは思わない,小浜市までは敦賀からアクセスも悪く、遠いため。,ややそう思う,新幹線で旅行がしやすくなった。,そう思う,他県の方が増えると、案内板やサービスが良くなると思うから。色々な年代の人が楽しめる場所も増えそう。,そう思う,来てよかったと思ってもらえると、嬉しいから。,そう思う,,どちらともいえない,案内板とか、ツアーの利用の方法とか分かりにくいと思う。,どちらかと言えば好ましい,治安が乱されない範囲ならよい。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 駐車場, 体験施設",3,3,,6,,6,車社会なので、免許返納する頃は不安。,60～69歳,女性
勝山市,そう思う,恐竜博物館への渋滞の解消に繋がっているのでは？またそれを期待したい,そう思う,長男一家が関東在住のため行き来しやすくなった。,そう思う,名勝が各地にあり、滞在費や飲食代が落とされるため,そう思う,知らない土地へいった時親切にされると嬉しいので、逆の立場で福井県へ来られる県外の方々には親切にしたい,そう思う,これまで素通りされることも多かったが、今回の敦賀延伸で福井の魅力げ最大限に周知され、今後も維持されることを願いたい,評価している,民泊施設の開業など取り組みが始まっていると思うので。,好ましい,街全体が活性化するから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, ガイドなど市民参加の場が広がる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 駐車場",4,4,なんといっても恐竜博物館のお膝元であり、平泉寺も自慢である,8,奥越のため雪に悩まされるので満点には届かないが良い所です,8,今の想いと大差はないと思うから。,60～69歳,女性
敦賀市,ややそう思う,敦賀で乗り換えな為人が少しは町に出て観光に来てくれると思うから,ややそう思う,東京へ乗り換えなしで行からから,そう思う,観光客が増える事は良い事だから,そう思う,こんな何もないような県に遠い所にわざわざ来てくれるなんてありがたいから,そうは思わない,特に何も観光するべき場所や珍しい食べ物もないから,評価していない,何をしているのか何も情報が入ってこないから,とても好ましい,町に人が増えるのは単純に嬉しいから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",2,1,各駅前に飲食施設がまず少ないし、商店街も寂れてるし、観光地も駅から遠い所ばかりだし、何処にでもあるような物ばかりで珍しいものも無く、とにかく別に行きたいと思えない所ばかりだから,6,可もなく不可もなくに暮らせてるから,6,5年間では何も今と変わらないと思うから,40～49歳,女性
勝山市,そう思う,,ややそう思う,,あまりそうは思わない,,そう思う,,そう思う,,評価している,,好ましい,,波及効果により他の地場産業が活気づく,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化, 日常生活に影響が出るほどの不安","生活圏の渋滞がたびたびあること
飲食店での混雑があること","観光スポットを結ぶ交通機関, 飲食施設",4,4,,5,子育てが大変で自由時間が全くないため,5,,40～49歳,女性
敦賀市,とてもそう思う,TV取材が多くなり、知名度が上がったと思う,とてもそう思う,知名度が上がる事により、ふるさと納税が増えると思う,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,その他,5,5,,10,,10,,50～59歳,女性
越前市,ややそう思う,"越前武生駅までが自宅より遠くなった。
乗り継ぎが不便",あまりそうは思わない,,ややそう思う,,とてもそう思う,もっと福井の魅力を知って欲しい,そう思う,国内だけでなく海外も含めて施策を検討して欲しい,どちらかといえば評価している,,とても好ましい,新しい施設などを増やして行って欲しい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋",3,2,交通機関が整ってない,7,,6,,40～49歳,女性
越前市,あまりそうは思わない,通過している印象,あまりそうは思わない,関西へ不便になった,ややそう思う,,とてもそう思う,,とてもそう思う,,どちらかと言えば評価していない,,とても好ましい,,"まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,観光スポットを結ぶ交通機関,4,3,,8,,8,,50～59歳,男性
越前市,とてもそう思う,県外からの観光客が増えた,とてもそう思う,乗り換え無しで東京に行けるようになった,とてもそう思う,地域が活性化する,とてもそう思う,良い観光地が多いため,そう思う,まだまだ福井県が知られていないため,とても評価している,福井県のＰＲ活動をよく眼にするようになったため,好ましい,福井県に来た事のない方々に知ってもらうため,"まちに賑わいが生まれる, 地域の知名度が上がる",福井県の良さを更に知ってもらえる,特に心配はない,,"観光マップやパンフレット, 観光案内所、観光ガイド",5,5,,7,雪が多いのが交通の面で不便,8,,50～59歳,女性
福井市,とてもそう思う,福井駅前の活性化,とてもそう思う,東京への移動が超便利,とてもそう思う,　観光客による売上アップ,そう思う,少し混雑しすぎて困ってる,とてもそう思う,さらなる集客力アップできる場所作り,とても評価している,今のところ観光客が増えている,とても好ましい,福井県が潤う,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",福井城址の再開発,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 治安の悪化",渋滞が懸念,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット",4,5,他県にない良さを感じてほしい,9,今後がイマイチ見えない,6,今の集客力が継続してるか不安,50～59歳,男性
福井市,ややそう思う,自分も、新幹線に乗りやすくなったから,ややそう思う,東京方面へ行きやすくなった,そう思う,観光客が増えて、活気づくから,そう思う,福井のよさを、より知ってほしいから,そう思う,途中でも立ち寄ってほしいから,どちらかといえば評価している,"アピールしていると思う。
でも、どうしたらいいかはわからないけど、目立たないけど、すごいスポットをもうちょと紹介できたらなあ。",どちらかと言えば好ましい,福井のことを知ってくれるから,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット, 駐車場",4,4,福井が好きだから,8,福井は好きだけど、気候的に、冬にもう少し晴れ間があったらなあ。,9,福井は、住みやすいと思うから,60～69歳,女性
坂井市,あまりそうは思わない,駅が遠くなかなか坂井市へ観光する人はいないだろうから,あまりそうは思わない,駅までのアクセスがよくないから,そう思う,観光客が増えれば地場産業も栄えそうだから,とてもそう思う,たくさんの人に福井県を知って欲しいから,とてもそう思う,知られていないいい観光地がたくさんあるから,どちらかといえば評価している,頑張っていると思うが、あまり結果がついてきていないように感じるから,とても好ましい,福井県の良さを知って欲しいから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 体験施設",3,4,美味しいものもたくさんあるし、観光地もあるから,5,車がないと不便だから。,5,バスなど交通機関が少なくなっていそうだから,40～49歳,女性
坂井市,そう思う,観光客増加,ややそう思う,知らない観光素材の発見,そう思う,多様性の受け入れ,そう思う,魅力伝達,ややそう思う,この先、これ以上変わり映えしない,どちらかといえば評価している,情報発信増加,好ましい,多様性が行き来することで、この県民性に刺激となる,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,治安の悪化,,"トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, その他",3,3,,5,県庁は結局、上をみて仕事をしているため、尖った魅力あることをしたがらない。,5,県民性は、そう簡単に変わることはないから,40～49歳,女性
鯖江市,あまりそうは思わない,鯖江駅はもう使わないですよね,ややそう思う,東京へは便利です,そう思う,人は増えたと思います,そう思う,私の生活には影響ないけど、皆さん潤えばいいのではないですかね,そう思う,インバウンド必須,どちらかといえば評価している,恐竜推しは上手くいってる気がします,好ましい,みんなで潤えばいいです,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋",1,3,私自身が福井県内より他府県の観光地の方が興味がある,9,地味に暮らしていくには良い土地だと思っています,9,希望をもってという意味もこめて,40～49歳,男性
勝山市,そう思う,観光地に来てくれる人が増えてる、地元が盛り上がるから,とてもそう思う,東京に行くのがよくあるので行きやすくなった,とてもそう思う,福井の観光地とか福井のことについて全国の人が話してるのをテレビでよく見るが、そのたびに嬉しく感じるから,そう思う,福井には、まだまだ可能性があって、でも人が少ないからもったいないと思っていた。どんどん人が増えれば、福井の良い所が良い影響を与えると思う,とてもそう思う,やはり人が来てくれることで盛り上がるし、必然的にいろんな施設ができるのが理想だから,評価している,以前は本当にド田舎でしかなかったけど、例えばpasmoが導入されたりして頑張ってると思う,とても好ましい,人が沢山来てくれてるのは普通に嬉しい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",実際に人が増えて、宿泊施設とか商業施設が増えて嬉しいことばかりです,交通渋滞や路上駐車などの交通環境の悪化,恐竜博物館に行くときの混雑緩和が課題だと思う。シャトルバスも意外と知られてない,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋",4,3,激しくおすすめといえるわけじゃないが、誇れることはたくさんある,8,人が優しい。犯罪ほぼない。食事がおいしいから,8,施設も増えて、でも福井の良いところを活かしているから,30～39歳,女性
福井市,とてもそう思う,"関東方面への利便性がよく、観光だけでなく天災時の迂回経路としても活用されていくから。
福井が活気づきます。",とてもそう思う,関東方面へ行きやすくなったから。仕事もプライベートも助かります。,そう思う,県外からの来福が増えるから。地元のアピールは今後も必要だと思います。SNSの活用など。,とてもそう思う,"とても住みやすい県だと思っています。
観光だけでなく移住につながるといいです。",とてもそう思う,知名度をあげて県民全体で盛り上げていきたいから。,どちらかといえば評価している,取り組まれているのはわかりますが、発信が弱い気がします。,好ましい,観光客のマナーが気になりますが、たくさんの人に来てもらいたいから。,"まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",若者に興味を持ってもらいたいから。,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",インバウンドによる環境問題が気になる。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 障害者や高齢者への配慮（バリアフリー）",3,3,アピールできることが少ない。住んでみてわかることもあるから。,9,安全安心な暮らしができているから。,10,Bリーグの活躍、アリーナ建設、北陸新幹線小浜ルートなど楽しみなことが多いから。,40～49歳,女性
あわら市,そう思う,関東からの旅行者が増えると思う。しかし、関西からが利便性が悪いのが気になる,ややそう思う,利用する機会があまりないから,そう思う,,とてもそう思う,,とてもそう思う,,評価している,,とても好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,騒音やごみの増加,,観光スポットを結ぶ交通機関,4,5,,8,,8,,60～69歳,女性
福井市,そう思う,県外からの観光客が増えるので良いと思う,あまりそうは思わない,新幹線に乗ることがほとんどないから,そう思う,福井の良さを知ってもらえるからいいと思う,ややそう思う,福井を知ってもらえるから,そう思う,福井県の観光地をもっと知ってもらいたいから,どちらともいえない,観光の取り組みをしていることを知る機会があまりないからわからない,どちらかと言えば好ましい,福井を知ってもらえるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,特に心配はしていないから,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光案内所、観光ガイド",3,3,自然や食べ物がおいしいから愛着がある,7,食べ物がおいしいから,7,現在と変わりないと思うから,70歳以上,女性
鯖江市,そう思う,,あまりそうは思わない,特急が来なくなったから,そう思う,,とてもそう思う,,そう思う,,どちらかといえば評価している,,とても好ましい,,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,日常生活に影響が出るほどの不安,ハピラインの混雑,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 駐車場, 体験施設",3,2,便が悪い、本数が少ない,8,,8,,30～39歳,女性
福井市,そう思う,駅前や各観光地に、賑わい活気をもたらす。,そう思う,駅周辺が近代化し、交通系ICカードの導入など便利になることがうれしい。,そう思う,福井の場合は、良い影響はあっても悪い影響はないのではないかと思う。,そう思う,福井の良さを見つけて、また来てほしい。,ややそう思う,良い所はたくさんあるので、気に入った観光客にはまた来てほしい。,どちらともいえない,素晴らしい取り組みもあるが、観光地によっては、再来はないかもと残念に思う所もある。,好ましい,賑わいがあるのはうれしいし、経済効果もあるし、福井県民として誇らしくもある。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, その他",交通機関など、県民にとっても便利になると期待できる。,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化",2,2,"福井の良さがわかりにくい。
石川県のような雅やかさはないかもしれないが、こじんまりと簡素でセンスの良さを感じてもらいたい。",8,"衣食住、教育、医療、福祉などに関しては満足しているが、文化的な面や市町観光地のセンスは残念なところが多い。
観光地へ行く時間もかかりすぎる。",8,現状とあまり変わらないと想像する。,70歳以上,女性
福井市,ややそう思う,,あまりそうは思わない,,そう思う,,とてもそう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる",,"歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光案内所、観光ガイド, 駐車場, 体験施設",4,5,,8,,7,,70歳以上,女性
