No,紙/WEB,問1,問2,問3,問3 その他,問4,問5,問6,問7 1つ目,問7 2つ目,問7 3つ目,問7 その他,問8 1人目,問8 2人目,問8 3人目,問8 4人目,問8 5人目,問8 未就学児,問8 小学生,問8 中学生,問8 高校生,問8 大学生等,問9,問10,問10 その他,問11 1つ目,問11 2つ目,問11 3つ目,問11 その他,問12 1つ目,問12 2つ目,問12 3つ目,問12 その他,問13① 1つ目,問13① 2つ目,問13① 3つ目,問13① その他,問13② 1つ目,問13② 2つ目,問13② 3つ目,問13② その他,問13③ 1つ目,問13③ 2つ目,問13③ 3つ目,問13③ その他,問13④ 1つ目,問13④ 2つ目,問13④ 3つ目,問13④ その他,問13⑤ 1つ目,問13⑤ 2つ目,問13⑤ 3つ目,問13⑤ その他,問13市 1つ目,問13市 2つ目,問13市 3つ目,問13市 その他,問14,問15-1 1-1重,問15-1 1-1満,問15-1 1-2重,問15-1 1-2満,問15-1 1-3重,問15-1 1-3満,問15-1 1-4重,問15-1 1-4満,問15-1 1-5重,問15-1 1-5満,問15-1 1-6重,問15-1 1-6満,問15-1 1-7重,問15-1 1-7満,問15-1 1-8重,問15-1 1-8満,問15-1 1-9重,問15-1 1-9満,問15-1 2-1重,問15-1 2-1満,問15-1 2-2重,問15-1 2-2満,問15-1 2-3重,問15-1 2-3満,問15-1 2-4重,問15-1 2-4満,問15-1 2-5重,問15-1 2-5満,問15-1 2-6重,問15-1 2-6満,問15-1 2-7重,問15-1 2-7満,問15-1 2-8重,問15-1 2-8満,問15-1 2-9重,問15-1 2-9満,問15-1 2-10重,問15-1 2-10満,問15-1 2-11重,問15-1 2-11満,問15-1 2-12重,問15-1 2-12満,問15-1 2-13重,問15-1 2-13満,問15-1 2-14重,問15-1 2-14満,問15-1 2-15重,問15-1 2-15満,問15-1 2-16重,問15-1 2-16満,問15-1 2-17重,問15-1 2-17満,問15-1 2-18重,問15-1 2-18満,問15-1 2-19重,問15-1 2-19満,問15-1 2-20重,問15-1 2-20満,問15-1 2-21重,問15-1 2-21満,問15-1 2-22重,問15-1 2-22満,問15-2 ①1つ目,問15-2 ①2つ目,問15-2 ①3つ目,問15-2 ②1つ目,問15-2 ②2つ目,問15-2 ②3つ目,問16 1重,問16 1満,問16 2重,問16 2満,問16 3重,問16 3満,問16 4重,問16 4満,問16 5重,問16 5満,問16 6重,問16 6満,問16 7重,問16 7満,問16 8重,問16 8満,問16 9重,問16 9満,問16 10重,問16 10満,問16 11重,問16 11満,問16 12重,問16 12満,問16 13重,問16 13満,問16 14重,問16 14満,問16 15重,問16 15満,問16 16重,問16 16満,問16 17重,問16 17満,問16 18重,問16 18満,問17 自由 意見,web回答番号
33,紙,2,10,8,,1,1,1,1,4,5,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,99,,99,99,99,,1,6,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,99,3,99,5,99,1,99,3,99,3,99,3,99,5,99,3,99,4,99,4,99,4,99,5,99,3,99,3,99,3,99,3,99,3,99,4,99,5,99,5,99,3,99,4,99,3,99,3,99,3,99,5,99,5,99,5,99,5,99,4,99,4,99,99,99,99,99,99,99,4,99,4,99,3,99,5,99,5,99,5,99,5,99,5,99,5,99,3,99,3,99,3,99,3,99,3,99,5,99,5,99,5,99,5,,
34,紙,3,1,9,,3,2,1,4,5,15,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,5,9,,99,99,99,,2,3,16,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,0,3,3,0,0,3,99,3,0,4,3,0,2,5,3,0,4,3,4,3,2,4,3,0,0,3,5,4,3,3,3,3,4,3,4,3,3,3,99,99,99,99,99,99,5,2,3,4,1,3,2,4,0,4,3,3,3,3,3,3,5,5,5,5,4,4,4,4,3,3,3,0,1,0,2,3,2,4,3,0,,
35,紙,3,3,7,,1,1,1,7,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,3,99,,2,7,10,,2,7,10,,2,7,10,,2,7,10,,2,7,10,,2,7,10,,2,4,3,5,3,2,3,3,4,4,4,4,3,5,2,4,3,5,4,3,3,3,3,4,3,4,3,4,3,4,4,4,3,3,3,5,4,5,3,5,4,5,2,5,3,5,3,3,3,4,3,3,3,5,3,5,4,5,4,4,3,5,4,99,99,99,99,99,99,5,3,5,2,4,3,5,3,5,3,5,4,5,3,4,4,5,4,4,3,4,4,4,1,5,3,5,3,5,4,5,3,5,2,5,4,,
36,紙,99,10,10,,4,1,6,99,99,99,,99,99,99,99,99,0,0,0,0,0,3,1,,4,99,99,,1,99,99,,99,99,99,,99,99,99,,1,2,3,,99,99,99,,99,99,99,,99,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
37,紙,1,2,2,,1,2,1,4,5,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,4,1,4,1,4,1,4,1,4,1,3,3,3,0,5,0,3,1,3,3,3,3,4,2,4,1,4,1,4,0,3,3,3,1,3,3,4,0,3,0,0,0,0,0,0,0,2,1,3,3,0,0,1,1,1,1,0,0,4,1,2,2,99,99,99,99,99,99,5,0,4,1,2,1,4,1,4,1,2,2,3,3,3,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,0,3,0,,
38,紙,1,2,9,,1,2,2,4,5,16,飲食店が豊富,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,4,99,,8,9,16,,8,9,99,,16,99,99,,8,9,16,,8,9,16,,8,9,16,,2,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,3,2,2,2,2,3,3,3,3,3,8,21,6,13,18,4,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,,
39,紙,1,4,2,,2,1,10,1,7,9,,2,1,99,99,99,1,1,0,0,0,5,3,,98,98,98,,2,5,99,,1,15,99,,4,16,18,スタバを作って欲しい。,3,6,11,,2,11,14,,2,7,14,,2,7,14,,2,4,3,4,4,3,3,3,3,4,5,4,4,4,4,4,3,3,3,2,2,3,3,3,3,5,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,5,4,4,4,3,3,4,4,4,4,5,4,5,4,2,3,3,3,3,3,99,99,99,99,99,99,4,3,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,5,4,4,4,5,5,5,5,4,3,4,4,5,4,4,4,越前市のように鯖江市には子供達が存分に遊べる所が少なく、特に室内でのあそぶところはないので、あったらいいなと思います。,
40,紙,1,4,2,,1,3,8,4,99,99,,1,1,99,99,99,2,0,0,0,0,2,1,,3,7,9,,1,2,4,,9,12,15,,9,13,17,,1,5,14,,2,4,9,,2,4,10,,6,7,16,,2,1,5,5,1,5,1,1,0,0,0,1,0,5,2,5,0,1,0,3,3,5,1,5,1,1,4,5,1,3,0,1,0,3,3,1,0,1,1,5,1,5,1,5,3,5,1,5,1,2,1,5,1,5,1,5,1,5,1,5,1,3,3,99,99,99,99,99,99,5,1,5,3,4,2,5,1,4,4,5,1,5,1,4,3,2,4,2,1,2,1,5,1,5,1,5,1,5,1,5,1,3,3,5,1,"児童センターの職員数に対して、預かり児童の人数が多すぎるのではないか？明らかに定員を超えている状態になっている。繁忙時期だけでも増員させるなどの対策は出来ないのか？そのような状態で児童にケガや事故があった場合、責任を取るのか？
Free wifiが弱すぎてあるだけ邪魔。やる気あるなら良質なWifiを提供してほしい
ごみ袋が高すぎる",
41,紙,1,4,6,,1,1,4,7,15,99,,2,2,99,99,99,0,2,0,0,0,4,3,,98,98,98,,3,5,9,,2,7,14,,4,7,8,,7,8,11,,6,7,12,,3,6,7,,6,7,14,,2,4,1,5,2,3,0,5,3,3,4,3,2,5,1,4,1,3,3,4,2,3,2,4,2,4,1,3,2,3,2,3,3,3,3,3,3,3,3,3,2,5,2,5,2,4,2,3,2,3,3,4,2,4,2,4,2,4,2,3,3,3,3,3,20,21,12,13,18,5,2,3,3,3,3,5,2,4,3,4,3,3,3,3,2,3,2,3,2,4,3,3,2,3,3,3,3,3,3,5,2,4,2,4,3,,
42,紙,1,4,4,,1,1,8,1,10,99,,2,1,99,99,99,1,1,0,0,0,5,3,,98,98,98,,1,2,6,,7,8,16,,4,10,16,,1,7,14,,3,11,17,,10,11,12,,7,10,15,,2,5,4,4,3,5,3,5,4,5,3,3,3,5,3,4,3,3,3,4,3,3,3,5,3,5,3,4,3,5,3,5,3,4,3,3,3,3,3,5,3,5,3,5,3,5,3,5,3,5,3,3,3,3,3,4,3,3,3,5,3,5,3,1,2,3,12,13,14,5,3,5,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,5,3,5,3,5,3,4,3,3,3,3,3,4,3,3,3,3,3,鯖江の発展のため、駅・西山公園・サンドーム付近が充実すると住民・観光客の満足度につながると思います。,
43,紙,1,6,2,,3,1,8,8,99,99,,3,99,99,99,99,0,0,1,0,0,3,3,,98,98,98,,2,99,99,,9,16,99,,99,99,99,,2,9,14,,2,9,11,,2,9,11,,2,9,14,,2,2,3,4,3,4,3,5,4,4,3,4,2,4,3,4,4,4,3,3,3,3,3,4,3,3,3,4,3,4,3,4,2,4,2,4,3,4,3,2,3,5,3,5,3,4,3,3,3,4,3,5,2,5,2,4,2,3,3,3,3,3,3,3,7,12,5,8,18,3,3,3,3,3,3,3,3,3,3,2,3,3,99,4,2,4,3,4,3,2,2,3,3,4,2,3,3,4,2,4,2,5,3,5,3,,
44,紙,1,6,2,,3,1,1,1,4,5,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,5,,2,6,16,,2,6,16,,5,99,99,,5,99,99,,5,11,99,,1,6,16,,2,3,3,4,3,3,3,4,4,3,3,3,3,4,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,4,2,4,3,3,3,4,3,3,3,3,3,6,17,20,11,14,99,4,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,,
45,紙,1,7,2,,2,1,8,7,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,9,,5,6,10,,2,3,6,,7,11,13,,2,8,13,,3,10,11,,7,14,16,,1,5,4,5,4,5,3,5,2,5,3,5,3,5,2,5,2,5,3,5,3,5,3,5,2,5,3,5,2,5,3,5,2,5,3,5,3,5,4,5,3,5,3,5,3,5,2,5,3,5,2,5,3,5,3,5,2,5,3,5,4,4,2,3,12,18,12,13,14,5,3,5,2,4,3,5,3,5,4,5,3,4,2,5,3,4,2,4,3,5,3,4,2,5,2,4,3,5,3,5,4,5,4,5,2,公共下水道(農業集落排水)が全て行き渡っているわけではなく、浄化槽を使用しなければならない地域もあり、管理費など不公平感がある。農業集落排水施設の近くであっても、接続できないのであれば、浄化槽を市が一括借り上げして、下水と同じように管理してほしい。,
46,紙,1,7,2,,2,1,7,1,7,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,3,5,9,,99,99,99,,99,99,99,,7,13,14,,99,99,99,,99,99,99,,99,99,99,,2,5,99,4,99,3,99,3,99,4,99,3,99,5,99,5,99,4,99,4,99,4,99,5,99,5,99,5,99,5,99,5,99,5,99,4,99,4,99,4,99,5,99,5,99,4,99,3,99,3,99,5,99,5,99,4,99,5,99,5,99,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
47,紙,1,7,7,,2,1,1,4,5,15,,99,99,99,99,99,0,0,0,0,0,3,1,,6,7,8,,2,3,4,,8,15,16,,2,3,11,,1,10,14,,1,10,14,,1,10,14,,2,3,11,,2,5,3,5,2,5,2,5,1,5,1,5,1,5,0,5,1,5,1,3,1,3,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,99,99,99,99,99,99,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,0,5,0,5,1,市として、早期、焼却場問題の解決すべき。（税金のむだ）,
48,紙,1,8,4,,1,1,10,1,7,13,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,6,9,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,8,9,10,,8,9,10,,2,5,4,5,4,0,0,5,3,5,3,5,4,5,0,5,0,5,5,0,0,0,0,5,4,5,3,5,3,5,5,5,5,5,5,5,5,5,0,5,4,5,0,5,0,5,0,4,0,5,4,5,4,5,0,5,3,5,5,5,5,5,3,99,99,99,99,99,99,5,0,5,0,5,3,5,4,5,3,5,4,5,4,5,5,5,3,5,5,5,5,5,3,99,99,5,4,5,5,5,4,5,0,5,3,,
49,紙,1,8,10,,2,1,2,1,5,15,,99,99,99,99,99,0,0,0,0,0,2,2,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,1,1,1,1,1,1,1,1,2,1,5,1,5,1,5,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,1,3,1,3,1,1,1,1,1,1,1,5,1,5,1,5,1,5,1,5,1,99,99,99,99,99,99,5,1,5,1,5,1,5,1,5,1,5,1,3,1,1,1,5,1,5,1,5,1,3,1,3,1,2,1,4,1,5,1,5,1,5,2,"職員教育、温故知新、質素倹約、適材適所、市民憲章の理解、市側の成長、各部署・組織連携、情報共有等
『現在の市政は無責任』無働",
50,紙,1,9,1,,2,1,3,3,4,10,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,5,9,,6,8,14,,3,16,17,,7,10,11,,4,10,11,,10,11,12,,6,8,14,,99,4,3,5,4,4,3,5,3,3,3,4,2,4,2,4,3,3,3,4,4,4,3,4,3,4,3,3,2,4,3,3,3,3,3,4,3,3,2,3,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,4,1,4,3,3,3,1,7,11,3,14,22,4,4,4,3,4,3,5,4,3,3,3,3,3,3,4,4,3,3,3,3,5,4,5,4,3,3,4,4,5,3,5,4,4,3,4,3,,
51,紙,1,9,10,,3,1,4,99,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,9,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,99,5,99,99,99,5,99,99,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,99,99,5,99,99,99,5,99,5,99,5,99,5,99,99,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,99,99,99,99,99,99,0,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,99,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,,
52,紙,1,10,10,,3,1,3,1,5,15,,99,99,99,99,99,0,0,0,0,0,4,4,何とも言えない,98,98,98,,1,5,9,,1,13,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,5,2,4,3,4,3,4,4,3,3,3,3,4,3,4,3,4,3,4,4,3,3,3,3,4,1,3,3,4,3,3,3,3,3,3,3,4,3,4,3,5,4,5,4,4,3,3,3,4,3,4,2,4,3,4,3,4,3,4,3,4,3,10,12,13,3,12,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,,
53,紙,1,10,10,,1,1,2,4,5,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,9,99,,99,99,99,,6,9,10,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,1,99,99,99,5,99,3,99,3,99,3,99,3,99,4,3,99,99,3,99,3,99,3,99,3,99,4,99,4,99,3,99,3,99,3,99,4,99,3,99,3,99,4,99,5,99,4,99,99,99,3,99,4,99,4,99,3,99,4,99,3,99,4,3,99,99,3,99,99,99,3,99,3,99,2,99,3,99,3,99,4,99,3,99,4,99,3,99,3,99,3,99,4,99,4,99,3,99,4,99,3,99,4,99,4,,
54,紙,2,3,8,,3,4,3,4,7,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,4,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,3,5,2,4,3,3,3,4,4,3,3,5,3,4,3,3,3,5,3,5,4,4,3,5,4,5,2,4,3,5,5,0,0,4,2,0,0,4,2,5,3,5,0,5,0,3,3,5,3,5,4,0,0,0,0,5,2,5,2,5,3,99,99,99,5,12,13,5,4,5,3,4,3,5,3,5,3,5,3,5,3,5,3,5,3,4,3,5,2,5,2,5,4,5,3,5,1,5,3,5,4,4,3,アパートの前の砂利道を直してほしいです。（糺町）,
55,紙,2,3,2,,2,3,1,3,4,5,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,3,4,6,,3,4,6,,3,4,6,,3,4,6,,3,4,6,,3,4,16,,2,5,2,4,3,4,3,5,3,4,3,5,2,5,4,5,2,5,3,4,3,4,3,5,2,5,3,2,0,4,0,0,0,4,3,5,3,5,0,3,0,5,0,5,3,2,0,2,0,3,0,5,3,5,0,4,3,5,0,4,0,5,0,1,10,13,7,8,12,5,3,4,0,5,0,4,0,5,0,5,3,4,0,5,4,5,1,5,2,4,0,4,0,2,0,4,0,4,3,5,0,4,0,4,0,,
56,紙,2,4,2,,3,5,7,15,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,1,2,5,,13,15,16,,2,5,11,,6,12,16,,9,15,17,,1,3,7,,7,13,16,,2,5,4,5,5,4,3,4,3,5,4,5,4,5,3,5,3,5,4,5,4,4,4,5,4,5,4,5,3,5,3,4,3,4,3,4,4,4,3,5,4,5,3,5,3,5,3,5,4,5,4,5,4,5,4,4,4,5,5,5,3,5,3,3,4,6,12,13,14,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,,
57,紙,2,4,2,,3,4,3,4,5,99,,1,99,99,99,99,1,0,0,0,0,4,3,,98,98,98,,2,5,99,,7,16,99,,7,16,99,,7,9,13,,7,9,13,,7,9,13,,4,7,16,,2,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,4,0,5,0,5,0,1,2,99,12,13,99,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,
58,紙,2,4,11,通所施設,1,1,3,5,13,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,99,,6,7,12,,1,8,16,,9,11,14,,8,11,14,,1,2,10,,1,6,14,,2,5,3,4,3,4,3,5,3,4,3,3,3,4,3,5,3,5,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,5,3,5,3,99,99,99,99,99,99,4,3,5,3,4,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,4,3,5,3,5,3,4,3,,
59,紙,2,5,7,,3,1,7,7,99,99,,3,99,99,99,99,0,0,1,0,0,4,3,,98,98,98,,2,99,99,,7,12,13,,5,7,10,,2,7,13,,7,10,11,,2,7,11,,2,7,12,,2,4,3,4,3,3,2,3,4,4,4,5,3,4,3,4,3,4,3,4,2,4,2,4,2,5,2,5,2,4,2,4,2,4,2,4,2,4,2,4,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,4,2,5,2,5,2,5,21,22,4,14,19,4,2,5,3,5,2,5,2,5,2,5,2,5,2,5,2,4,1,5,1,5,2,5,2,5,0,5,2,5,1,5,2,5,2,5,2,鯖江の公園は全然充実していないです。子供の外で遊べる場所や外でゆっくり過ごせる場所をもっと増やして下さい。西山公園に力を入れ過ぎです。,
60,紙,2,5,7,,3,2,8,1,99,99,,3,2,99,99,99,0,1,1,0,0,3,3,,98,98,98,,2,99,99,,99,99,99,,99,99,99,,6,9,16,,99,99,99,,99,99,99,,99,99,99,,2,3,3,5,2,5,3,5,3,5,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,5,3,4,3,3,3,5,2,5,3,5,3,5,3,5,3,5,3,1,13,20,4,17,19,5,3,4,3,3,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,5,2,5,3,5,3,5,1,豊地区の下水道は、いつ整備工事してくれるのか、知りたいです。他市町より転入して15年。10年くらいで下水道が通ると聞いていたのですが、何も話しがありません。いつ連絡来るかなと待っていたのに残念です。,
61,紙,2,5,2,,3,2,3,4,8,10,,2,99,99,99,99,0,1,0,0,0,4,3,,98,98,98,,2,5,9,,9,12,14,,10,14,17,,9,12,14,,5,6,9,,4,6,9,,10,14,17,,2,3,3,5,3,4,4,4,4,4,3,3,3,5,3,3,3,4,3,5,0,5,3,5,0,4,4,4,3,4,4,3,0,3,3,3,3,3,0,4,4,5,3,5,0,5,0,4,0,4,3,4,3,5,4,4,3,5,4,4,0,5,3,13,17,18,4,11,16,5,0,5,0,3,0,5,3,5,4,4,4,3,0,3,0,4,3,5,0,5,3,3,0,3,3,5,0,5,3,5,1,5,4,5,3,,
62,紙,2,6,7,,3,1,3,3,4,99,,5,99,99,99,99,0,0,0,0,1,4,3,,98,98,98,,2,5,99,,1,9,14,,1,9,99,,1,9,99,,1,9,99,,1,3,9,,1,9,14,,2,1,99,0,99,2,99,4,99,0,99,5,99,3,99,4,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,3,99,4,99,99,99,99,1,99,99,99,99,5,1,5,1,99,99,99,99,99,99,99,99,99,99,5,1,5,1,99,99,99,99,99,10,14,20,99,99,99,99,5,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,1,99,99,99,99,99,99,99,99,99,99,99,99,少しでも自分の住んでいる市が良くなればと思いで返答させて頂きました。が、今の一番の問題は多額のお金（272億円）を使っての、ゴミ焼却炉をどうするかだと思います。多額の借金返済には、子供や孫までが大変な目にあいます。どんなに自分たちが住んでいる町をよくしようと考えてもトップの方の考えがこれではついていく人がいないと感じています。,
63,紙,2,6,3,,4,1,1,3,4,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,5,,6,14,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,4,3,5,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,0,4,0,4,0,4,3,3,0,4,0,4,0,4,0,4,0,4,3,4,3,4,3,4,3,4,3,3,0,3,0,3,3,4,3,3,0,4,3,3,0,4,0,99,99,99,14,99,99,4,3,4,0,4,3,4,3,4,0,4,0,3,0,3,0,4,3,4,3,4,3,4,0,3,0,4,3,4,3,4,3,4,3,4,0,,
64,紙,2,6,5,,3,1,1,4,5,15,,99,99,99,99,99,0,0,0,0,0,4,2,,98,98,98,,1,2,9,,6,16,99,,3,6,16,,3,10,11,,10,11,99,,6,10,11,,3,6,10,,1,5,2,5,3,4,3,4,3,5,4,4,2,5,3,5,2,5,3,4,4,4,3,5,2,5,3,5,2,4,4,5,3,4,4,5,3,4,2,5,2,5,3,5,4,4,3,4,3,4,3,5,2,5,3,5,4,5,4,4,3,5,3,17,21,99,13,16,99,5,2,4,3,3,3,4,3,3,3,4,4,3,3,4,3,5,3,4,3,5,3,4,2,3,3,4,3,5,3,5,4,5,3,4,2,,
65,紙,2,6,8,,3,1,1,1,4,8,,4,2,99,99,99,0,1,0,1,0,4,3,,98,98,98,,2,99,99,,99,99,99,,2,7,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,4,9,12,3,3,3,3,0,0,3,3,3,3,4,4,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,,
66,紙,2,7,7,,1,1,8,15,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,99,,8,15,99,,8,15,16,,1,9,14,,14,99,99,,4,99,99,,6,9,99,,2,4,3,5,3,4,3,4,3,4,4,4,3,4,2,4,2,4,3,4,2,4,3,3,3,3,3,4,3,4,3,3,2,2,2,2,2,3,3,3,3,4,1,4,3,4,2,4,3,4,3,4,1,4,2,4,3,4,2,4,3,4,3,2,18,99,2,12,99,5,2,4,3,3,2,5,3,5,4,4,4,4,3,4,2,4,3,4,3,4,4,4,3,4,4,4,3,4,2,4,4,4,4,4,4,,
67,紙,2,7,7,,3,3,1,1,4,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,5,9,,7,10,15,,10,15,16,,4,9,10,,4,9,10,,4,9,10,,12,13,15,,2,4,3,3,3,3,3,5,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,2,5,2,4,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,99,99,99,99,99,99,5,2,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,2,5,3,,
68,紙,2,8,7,,3,1,1,7,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,99,99,99,,1,7,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,4,3,5,3,3,3,5,4,5,4,3,3,5,3,4,3,5,4,5,3,4,3,5,3,5,3,5,3,5,3,4,3,3,3,4,3,5,3,5,3,5,3,5,3,5,3,4,3,3,3,5,2,4,2,3,2,5,2,4,2,5,2,99,99,99,99,99,99,5,3,5,3,3,3,5,4,5,4,5,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,,
69,紙,2,8,8,,2,1,1,4,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,9,99,,7,16,99,,6,14,16,,7,14,99,,7,14,99,,7,14,99,,6,12,14,,2,4,2,5,2,4,0,4,3,4,4,4,3,4,3,3,2,4,0,3,0,3,0,4,1,4,2,3,0,0,0,3,0,0,0,3,3,3,0,3,2,3,2,3,3,3,2,0,0,4,3,2,1,4,3,3,0,5,2,5,2,3,3,13,21,99,99,99,99,3,2,0,0,3,0,4,2,4,99,4,3,3,3,3,0,3,3,4,2,4,2,99,99,3,3,3,3,4,3,4,3,4,3,4,3,,
