【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
敦賀市,ややそう思う,ホテルや飲食店が増えた,あまりそうは思わない,,ややそう思う,,ややそう思う,,ややそう思う,,どちらかといえば評価している,,好ましい,街に活気が出る,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場",3,4,,6,,6,,60～69歳,男性
越前町,ややそう思う,観光客が増えた,ややそう思う,仕事が増えた,そう思う,外部の人からの評価で伝統工芸の良さを再認識させられるから,とてもそう思う,,とてもそう思う,,どちらかと言えば評価していない,何をしているか目に見えないから,どちらかと言えば好ましい,外部の人からの評価で伝統工芸の良さを再認識させられるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",5,5,,8,おおむね今の生活に満足している,9,少しでも良くなりたいと思うから,60～69歳,女性
敦賀市,とてもそう思う,特に敦賀駅前の店舗の賑わい,とてもそう思う,いつも行っていた店が流行りすぎて予約が取りにくい(ちょっと嬉しくもある),とてもそう思う,推しの店が全国区になって嬉しい,とてもそう思う,幸せを共有したい,とてもそう思う,県民の受け入れリテラシーが高い,とても評価している,民間のニーズに沿っている,とても好ましい,誰も来ないような場所には住めなくなる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",他県他国の人に刺激を受ける,特に心配はない,マイナスよりプラスの要素が多い,"飲食施設, 宿泊施設、土産物屋, 駐車場",5,5,幸福度No.1としての自負,10,何も困っていない,10,仕組みがこのままであれば幸せもこのまま,60～69歳,女性
福井市,全くそうは思わない,特に街に対して影響があるようには、感じられない。,全くそうは思わない,"問2の回答と同じ
",そうは思わない,大きな税金をかけたにしては、初めのお祭り騒ぎ的な感じで、2年目に入ってからは、観光客が増えているようには見えないし、あまり良い影響を受けたようには思えない。,そう思う,当然、県民のひとりとしては、大歓迎ですが、観光客を呼び込む方策を考えていただきたい。,とてもそう思う,上記、問5回答と同等です。,評価していない,ちょっと保守的な感じがします。もっと他の自治体などの観光事業を参考にしたら良いと思います。,とても好ましい,観光事業に限らず、行政を始め観光事業関係団体や行政全般を福井から全国や世界に発信して、盛り上がるように進めていただきたい。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化","まあ、そこまで、観光客増加が見込まれれば、うれしい事この上ないが、そうなるとすれば、心配ではあり、行政の対策をお願いしたい。
","観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,2,旅人（個人）としては、少し観光内容等が脆弱ではないかと感じていますが,7,個人としては、福祉に厚い静かな街として、幸福感を感じています。,6,,60～69歳,男性
福井市,とてもそう思う,駅前のにぎわい,そう思う,関東方面へ行きやすくなった,そう思う,まだ悪い影響が出るほど活性されてないから,ややそう思う,駅前周辺の物価が観光客に合わせる傾向があるから,ややそう思う,ほどほどで良い,評価している,都市部に行くと福井県のPRを目にする事が多いから,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,日常生活に影響が出るほどの不安,物価が上昇しそうだから,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋",4,4,治安の良さ,8,,7,,50～59歳,男性
福井市,あまりそうは思わない,関東からアクセスは良くなったが，従来，訪福客が多かった関西エリアの交通が不便になったから。,全くそうは思わない,仕事でも親戚や友人も大半，関西だから,ややそう思う,来客効果は敦賀に集中しているものの，少しでも経済効果はプラスだろうから。,とてもそう思う,経済効果が期待できる,そう思う,これまで通過点に過ぎなかったから,どちらかといえば評価している,頑張っていることを評価したい。,好ましい,,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 駐車場",5,3,観光が少ないのはやむを得ないから,5,特に問題がなく生活できている,5,今後もあまり変わらないだろうから,60～69歳,男性
敦賀市,とてもそう思う,敦賀にくる人が増えた、活気つく、お店もふえるなど。商店街も活気ずく、,そう思う,"景気がよくなるとか、
交通が増えた事",あまりそうは思わない,"まだまだ商店街も締めてるとこがあるから
駅前を活気づけないとがっかりする観光となる。",とてもそう思う,それは地元をもりたてれば、何かにつけていい事もある。,とてもそう思う,福井県民がいろいろなところで、伸びる??幸せな県になるから。,どちらともいえない,あまり、そこまで真剣に考えたことがないから。,好ましい,店が流行れば、人材必要??就職先がふえるなど、,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, その他","いろんな会社や、色々な取り組みがふえれば
県外にいる息子も働くところが増えて帰ってきてくれるかもだから。笑
",交通渋滞や路上駐車などの交通環境の悪化,,"障害者や高齢者への配慮（バリアフリー）, 飲食施設, 駐車場",3,3,若い子が遊ぶ所はすくないから。,10,自然災害もすくなく、事件もすくなく、空気よく安定してる県,10,ずっと福井県での暮らしに満足しているしこれからも、地元を大切にしたいから。,50～59歳,女性
あわら市,そうは思わない,建設費用より経済効果が少ないから。,そうは思わない,関西方面への移動が不便になったから。,そう思う,以前よりは観光客は増えているから。,とてもそう思う,,とてもそう思う,各種産業が弱いから。,評価していない,アピールが足りない、下手だと思う。,とても好ましい,経済効果があると良いと思います。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場",4,4,,10,,10,,40～49歳,男性
福井市,そう思う,観光客が駅前に増えた,あまりそうは思わない,,あまりそうは思わない,,そう思う,,ややそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 駐車場",3,3,,6,,7,,30～39歳,女性
鯖江市,そう思う,福井県への関心が増えたことにより、知名度が上がった気がする。県全体で特産品をアピールしようとする気運が高まったと思うので、停車駅以外の地域にも良い影響があったと思う。,そう思う,県外在住の親族友人に「福井においでよ」と声がけしやすくなった。みんな新しい新幹線に興味があるので前向きなリアクションが多い。,とてもそう思う,デメリットは今後の課題として取り組めば良いだけであり、まずは100年に一度の大事業が達成出来たことを喜ばしく思うから。,とてもそう思う,自分自身が県外から移住してきた身なので、俯瞰的に見た福井県の魅力を多くの人に知ってほしい,そう思う,主要都市ほどのキャパシティがないので、来た人が楽しめる相応の範囲であれば迎え入れたいと思う。（金沢に行くついでに福井へ行こう、主要都市は人混みばかりで辟易したので福井でのんびり過ごそう、あたりなら双方にとって良いと思う）,どちらかといえば評価している,"色々な市町、団体が観光振興の案内やアピールをしているのを感じる。ただ、もう少し個性が突出した福井ならではのイベントを開催してほしいとも思う。
（ティラノサウルス着ぐるみのレースなどは、福井県が一番の規模で開催してほしい…）",好ましい,"福井県は魅力が多いので、いろんな人に知ってほしいと思うから
また、福井県民は福井に対して自信をいまひとつ持っていないように感じるので、観光客が増えることで自信を持って魅力のブラッシュアップに励むことに繋がりそうだから","まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",5,4,,10,"なんでも「ほどよく」揃っている。
都会へのアクセスもよい。
子育て世帯のことを考えた施策やサービスが充実している。
知事が頼もしい。",10,今のままでも十分満足しているし、悪い方向に変化するとは思えないから,30～39歳,女性
大野市,あまりそうは思わない,これといったメインになるものがないと思うから,とてもそう思う,東京にいる娘の所に行きやすくなった,そう思う,ライブなどで来る人が増えた,とてもそう思う,なかのよいひとを色々連れて歩けるため,そう思う,,評価している,福井県民でもあまり知られてないことがわかるようになった,好ましい,,"波及効果により他の地場産業が活気づく, 観光客との交流が生まれる",,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,3,3,家の周りは田んぼ山川しかないので,8,不便だけど空気も綺麗だしご飯も美味しい,8,,50～59歳,女性
鯖江市,全くそうは思わない,鯖江市はスルーされるだけなのでは？,全くそうは思わない,,ややそう思う,,そう思う,,ややそう思う,,どちらともいえない,鯖江市が観光にどう向かい合っているのかを知らないから。,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 駐車場",1,2,,5,,3,,50～59歳,男性
おおい町,とてもそう思う,人が集まることで新たなスポットを発見してくれそうだから,とてもそう思う,来場客が増えるため,とてもそう思う,福井の魅力を知って貰えるから,とてもそう思う,夏にはもってこいの綺麗な海があるため,とてもそう思う,自然溢れる県で癒されて欲しい,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,騒音やごみの増加,,観光スポットの案内板や標識（多言語表示）,2,2,,2,,9,,20～29歳,女性
越前市,あまりそうは思わない,,そうは思わない,関西に行きにくくなった,あまりそうは思わない,,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 飲食施設, 宿泊施設、土産物屋",5,5,,10,,5,,30～39歳,女性
坂井市,あまりそうは思わない,駅から三国までが不便,あまりそうは思わない,大阪行けのが不便,とてもそう思う,観光客が増えると経済効果がある,とてもそう思う,賑わってほしい,とてもそう思う,経済効果,とても評価している,頑張ってると思う,とても好ましい,経済効果,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,特に心配はない,住んでる所は観光客は関係ない場所なので,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）",5,5,理由はなく三国が大好きです,10,住みやすい,10,今と気持ちは変わらないと思う,60～69歳,女性
越前市,ややそう思う,東京への行き来がしやすくなったため、旅行に行きやすい。,そう思う,子供の用事で東京に行き来する機会が増えたので、便利だから。,ややそう思う,知名度が上がった気がするから,ややそう思う,,ややそう思う,,どちらかと言えば評価していない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 体験施設",3,2,特に何を紹介しようか思い浮かばなかったから,8,,7,,40～49歳,女性
敦賀市,ややそう思う,駅前や商店街にお店が増えた,そう思う,もうUターンしたが、子供が関東圏に居たので行きやすくなった。関東圏の友達が来やすくなった。,ややそう思う,,そう思う,福井の水や食べ物が美味しいことをアピールしたい,そう思う,子供が飲食業なので、観光客の目的であり続けて欲しいと思うため,評価している,,どちらともいえない,観光業が賑わうメリット、静かだった観光地が荒らされるデメリットなど、いい面悪い面の両面がある,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 体験施設",5,5,"敦賀は海も山も近く、コンパクトにまとまっているので、観光しやすい
新幹線、特急、小浜線、新快速、高速バスなど県外からのアクセスがいい
当たり前の食べ物が美味しい",10,"問13でも回答した通り、住みやすい
都会へ遊びに行くのにも2時間程で行ける
",10,,50～59歳,女性
鯖江市,そうは思わない,,あまりそうは思わない,,そう思う,,とてもそう思う,,とてもそう思う,,まったく評価していない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光イベント, 宿泊施設、土産物屋, 体験施設",1,1,,5,子育てしにくい,3,,30～39歳,女性
福井市,ややそう思う,駅が整備された,ややそう思う,ローカル線、バスの便が悪くなった,ややそう思う,経済がまわる,ややそう思う,悪い印象をもってほしくないので,ややそう思う,適度に訪問していただけるなら,どちらともいえない,よく知らないので,どちらともいえない,荒れてほしくないので,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場",2,2,不便だから,5,交通の便に不満あり,5,特にない,60～69歳,女性
敦賀市,ややそう思う,敦賀に来る人が増えている,あまりそうは思わない,お土産等の仕事に関わっていないため,そう思う,敦賀に活気が出てきた,そう思う,敦賀を知って貰いたい,そう思う,やはり訪れる人が増えれば財源が潤う,評価している,県外への誘致を頑張っている,とても好ましい,潤う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）",3,2,"誇れるか？と問われると
考えてしまう",8,"今は車に乗っているが
後々手放した時は少し心配である",5,"車に乗れなくなった時の不自由さ
と、医療費の高騰
高齢者が楽しめる場所が少ない",60～69歳,女性
鯖江市,そうは思わない,鯖江は止まらないから,そうは思わない,結局、ハピラインを使わないといけないから,ややそう思う,人の出入りが増えた,とてもそう思う,あまり福井県を知らない人が多いから,とてもそう思う,土地を利用してもっと施設を作って欲しい,評価している,祭りやイベントが増えた,とても好ましい,賑やかになるし、お金を使ってもらいたい,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",空き家が増えてきてるので、移住して欲しい,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",車での移動が不便になる,"観光スポットを結ぶ交通機関, 観光イベント, 宿泊施設、土産物屋, 体験施設",2,3,地場産業があるけど、自分は携わってないから,7,交通機関ご少ない,5,あまり今と変わらない,60～69歳,女性
高浜町,あまりそうは思わない,敦賀からの距離が遠い,あまりそうは思わない,敦賀からの距離が遠い,そう思う,,ややそう思う,,ややそう思う,,どちらかと言えば評価していない,交通などのインフラが整備されていない。海水浴場の駐車場は個人管理のものばかりで、一貫性がなく、田舎臭い。,どちらともいえない,観光客が十分に楽しめる施設が整っていない,観光客の消費によって飲食業や宿泊業が潤う,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",3,3,,5,地方の割に地価、物価が高く生活が楽ではない,10,衰退気味であるのに物価が高く生活しづらい,40～49歳,男性
若狭町,とてもそう思う,歩いている人が増えた,とてもそう思う,街が活性化する,とてもそう思う,お金を来た人が使ってくれる,とてもそう思う,人がいないとダメ,とてもそう思う,地域に魅力がないと人は来ない,どちらかといえば評価している,お客様の立場からの目線になってない部分もある,好ましい,一部の外国人のマナーの悪さがある,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",5,3,,6,,7,,60～69歳,男性
鯖江市,ややそう思う,,そうは思わない,,そう思う,観光スポットが増えていると思う。,そう思う,気持ちはね！,とてもそう思う,,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）, 宿泊施設、土産物屋",1,2,,10,,10,,60～69歳,女性
敦賀市,そう思う,東京方面からの移動が便利であり、観光客が増えた。,ややそう思う,在来線が大雪の影響で止まった時に新幹線で移動できた,そう思う,観光客が増えることで、地域経済が活性化する。,そう思う,都会には無い魅力があるから。,そう思う,観光客が訪れることで、他の地域の住民に福井の魅力が伝わるから。,どちらともいえない,アピール方法に検討が必要ではないか。,どちらかと言えば好ましい,地域の活性化に繋がるから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 体験施設",4,3,住むには良い所だから、遊ぶには物足りないから。,7,自然の中で暮らしたいという希望が叶ったが、雪の時期は不便であるから。,6,子供が県外で就職する可能性が高いから。,40～49歳,女性
坂井市,ややそう思う,丸岡城に来てくれる人が少しでも多くなると期待しているから,そうは思わない,係る生活をしていないから,ややそう思う,お客さんが増えることはいいと思うが、増えすぎても普段利用している人からするとなかなか利用できなくなり困ると思う,そう思う,少しでも福井の良さを知ってほしいから,ややそう思う,旅行者が増えすぎても困るので程々で良いと思うから,どちらともいえない,観光復興の取り組みをしているのかよく知らないから,どちらかと言えば好ましい,ある程度賑わうことは明るくなって良いと思うから,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, その他","効果が出るところとマイナスになるところが出てくると思う
","騒音やごみの増加, 歴史文化資源の破壊, 自然破壊, 治安の悪化",明らかに、普段落ちていないものなど、ゴミを見かけるようになった,観光スポットを結ぶ交通機関,4,4,坂井市には、お城、山、海と、昔から変わらないものがあるので知っていただきたい,7,"幸せだが、高齢になってから一人になることの不安がある
交通の便が車以外のことをみると難しい",7,"今と変わらないと思う
しかし、良くなってほしいと期待します。",50～59歳,女性
福井市,とてもそう思う,駅近くに住んでおり、駅前の活気が増した。、,とてもそう思う,東京への出張が近い,とてもそう思う,北陸特集がテレビで増えた,とてもそう思う,魅力が多い,とてもそう思う,施設維持には定量の観光客が必要,まったく評価していない,誘致が下手すぎる。特に大河ドラマ。由利公正は不可能。どう考えても柴田勝家。,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 観光客との交流が生まれる",,特に心配はない,,駐車場,3,4,,8,,9,,30～39歳,男性
福井市,ややそう思う,インバウンド含め来福者数が思ったよりも多くない,ややそう思う,東京方面に行く事だけは便利になった,ややそう思う,,あまりそうは思わない,,ややそう思う,,どちらともいえない,,どちらともいえない,,観光客の消費によって飲食業や宿泊業が潤う,通過県てはなく宿泊を伴う観光客増加に期待したい,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",そのくらい増加するよう期待する,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）",2,3,,7,,5,物価上昇、増税、等の負担増,70歳以上,男性
敦賀市,そう思う,観光客が増加した。,ややそう思う,東京出張のアクセスがよくなった。,とてもそう思う,県外客が来福し、お金をおとすため。,とてもそう思う,福井の魅力を体感して欲しい。,とてもそう思う,関東関西にアスセス良く、海の航路もあるため。,評価している,イベントが多く開催されるようになった。,好ましい,経済が回る,"まちに賑わいが生まれる, 歴史文化資源の保存活用につながる","敦賀市内はまだ宿泊施設が多くあるが、福井市内では少なく受け入れの皿が脆弱。
敦賀の観光施設も氣比神宮訪れてもお土産一つ買うのにも店舗がない。食事の場所もなく、通りすぎてしまう現状。
買い物し、宿泊してもらえる環境を考えるべき。
成功している自治体等参考にしてほしい。","交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化","駐車ペースが限られており、一度に多くの日とが来るとカバーできない。
治安は人が多くいれば、その分悪化してしまう。","飲食施設, 宿泊施設、土産物屋, 駐車場",5,3,持っているポテンシャルは高いがアピールや、それを支える施設が弱い。,8,"住み良い。程度に田舎で、都会に近く、海山あり。
ほぼ困らない環境。",8,"今より悪くならない。
なら、良くなるだけかと。",40～49歳,男性
敦賀市,とてもそう思う,終着駅ということで敦賀駅周辺に人が増えたと思う。,そう思う,東京方面へ行くときに乗り換えなしで行けるのはありがたい。,とてもそう思う,まだまだ観光に関してまだまだ伸び代がありそうなのめうまく利用すれば観光客が増えて遊べるところが増えればいいなと思う。,とてもそう思う,観光客が増えすぎるのもどうかと思うが美味しいものもたくさんあるし自然いっぱいで遊べるところもあるので知名度が上がればなと思う。,そう思う,,どちらかといえば評価している,"地方に旅行して思うのだが家族で出かけると4人で泊まれるホテルを探すのが大変なのでオールインクルーシブホテルなどが一つでもあると地元の人も観光客も来やすいのではないかとおもう。
あと車社会で公共交通機関があまり発展してないので京都みたいに駅から出発して観光地を巡るバスツアーとかあるといいのではないかと思う。",好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",福井県どこかわからない人が多いみたいなので知名度が上がればいいなと思う。,"騒音やごみの増加, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋, 体験施設",4,4,夏は海があり冬はスキーをしたりカニがあったりと魅力がたくさんあるので観光資源はたくさんあると思う。,6,福井県は一人一人の年収が少ないので共働きが多いのでもう少し世帯年収が上がればいいなと思う。,6,,40～49歳,女性
福井市,とてもそう思う,駅前や観光施設が活気が出てきたから,とてもそう思う,お店が活性化していて、全体的な雰囲気が明るくなったから,ややそう思う,自然が荒らされるから,ややそう思う,マナーのある人なら歓迎する,そう思う,そこそこ活性化すればよい,どちらともいえない,よく知らないから,どちらともいえない,治安の悪化、風紀の乱れを心配する,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,障害者や高齢者への配慮（バリアフリー）,1,5,美しい自然と空気、水、人が真面目、美味しいごはん,10,とにかく気に入っている、理由などない！,10,とにかく幸せ、理由などない！,60～69歳,男性
坂井市,とてもそう思う,エンゼルランドや松島水族館などに県外の人が増えたと感じるから,ややそう思う,東京に行きやすくなった,そうは思わない,,そう思う,,そう思う,,どちらかといえば評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋",4,4,,9,,9,,40～49歳,女性
敦賀市,ややそう思う,駅周辺に何も無く、観光と言う観光場所が無いから,とてもそう思う,"
新幹線が始発・終着なので、とても良いです
今まで以上に電車を使うようになりました",ややそう思う,少ない観光地ですが、いい影響しか聞いて無いです,そう思う,,とてもそう思う,良い所をもっとアピールしたほうがいい,どちらかと言えば評価していない,もっと他県にアピールした方がいいです,とても好ましい,福井の良さをもっと知って欲しい,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 移住・定住のきっかけとなる",,特に心配はない,,観光スポットを結ぶ交通機関,3,3,,9,,9,,60～69歳,女性
