【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
永平寺町,とてもそう思う,永平寺など、県外の方にも興味を引くコンテンツは色々あるので、新幹線開業を機に行ってみようという気になる人も多いんじゃないかと思う。,ややそう思う,体が不自由なのでそんなに利用する機会は無いと思うんですが、昨日今日と富山まで行ってきました。実に快適な旅でこういう事があればまた利用してみたいなと思っています。,そう思う,関東方面の方の来福にはとても便利でいいなーと思います。関西はまだイマイチな感じがするのでこれからの開発を望みます。,とてもそう思う,マイナーな県である事には変わりないと思うので、来てくれる方は本当に有難いです。,とてもそう思う,目的地になり得る場所であり続けるのは大事だと思います。,評価している,とはいえ、地元にいるとその活動はあまり見えないのでそれが見えるといいなーとは思います。,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 駐車場",2,4,,10,,10,,50～59歳,女性
鯖江市,ややそう思う,,あまりそうは思わない,,ややそう思う,,ややそう思う,,ややそう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,騒音やごみの増加,,観光スポットを結ぶ交通機関,4,4,,7,,7,,40～49歳,男性
越前町,ややそう思う,福井に来る人が単純に増えるから。越前武生で降りる人より福井駅で降りる人が多いと思うし、新幹線をおりたあとの交通手段が少ないので越前町に来る人は少ないかもしれない。,そう思う,県外に行きやすくなった！,とてもそう思う,テレビ番組でも福井県を特集することが増え、以前より認知度が上がりきてくれる人が増えると思う。観光客により福井県の経済が回ると思うから。,とてもそう思う,おいしい食べ物、豊かな自然、人の温かさを感じで欲しい！！,とてもそう思う,観光客で賑わえば、福井県も盛り上がって行くと思うから。,どちらかといえば評価している,活動内容を知る機会があまりないから。,とても好ましい,観光客が増え、交通機関や観光地が今より増えると良いと思うから。,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,治安の悪化,福井は治安が良いと思っている。人の出入りが増えればそのぶん治安も悪化する可能性はあると思う。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 宿泊施設、土産物屋, 駐車場",3,4,観光地はそれなりにあるが、それぞれ距離が離れている。,5,,5,,30～39歳,女性
福井市,ややそう思う,駅が賑わってるから,あまりそうは思わない,特別生活は変わらないから,とてもそう思う,観光が盛り上がると、経済が良くまわりそうだから,とてもそう思う,福井にいい印象持って欲しい,とてもそう思う,,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,治安の悪化,,観光スポットを結ぶ交通機関,5,4,"公共の交通機関が悪すぎて、車が運転できない人にはオススメできない。
タクシーも少ない",5,,4,,50～59歳,女性
敦賀市,そう思う,乗換なしに東京に行けるのは、らくだ,そう思う,東京が近くなった,そう思う,関東の人が来やすい,そう思う,福井の魅力はまだまだ広まっていないので,そう思う,海も山も揃っているから,どちらともいえない,敦賀にはあまり魅力的な所が無く、県外の人に宣伝できない,好ましい,経済が発展する,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 自然破壊, 治安の悪化",,観光スポットを結ぶ交通機関,4,2,魅力的な所がない,6,のんびり過ごせる,5,公共交通機関が整備されていないので、老後に不安,60～69歳,女性
福井市,ややそう思う,,ややそう思う,短時間で東京まで行けるため,ややそう思う,,とてもそう思う,,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光マップやパンフレット, 駐車場",4,3,,7,,5,,20～29歳,男性
越前町,とてもそう思う,関東からのアクセスが良くなった,そう思う,東京の孫が来福しやすくなった,そう思う,地元の名産品等が有名になる,そう思う,又来てもらうため,ややそう思う,有名な観光地が少ない,どちらかといえば評価している,もっとPRすべき,好ましい,産業が活性化する,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",特に無し,"交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",外国人が心配,"観光スポットを結ぶ交通機関, 飲食施設",3,4,自然が豊,7,食べ物が美味しい,7,変わらないと思う,60～69歳,男性
鯖江市,ややそう思う,観光客が増えるから,あまりそうは思わない,大阪、名古屋方面が不便になった,そう思う,お金を使ってくれるから,そう思う,福井県の活気に繋がるから,そう思う,福井県が元気になるから,どちらともいえない,あまり分からない,好ましい,お金を使ってくれるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化",4,4,住みやすいから,8,住みやすいが買い物する場所が少ない,8,あまり変わらないと思う思う,40～49歳,男性
敦賀市,とてもそう思う,いろんな人が来てにぎやかになる,そう思う,店のお客様が来るから色々情報が入るので良いです。,とてもそう思う,人が増え敦賀しがよくなれ,とてもそう思う,賑やかになる,とてもそう思う,魚🦀食べに来てほしいです,どちらかと言えば評価していない,敦賀市の本町作りがいまいち,とても好ましい,お客様がふえる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 観光客との交流が生まれる, 移住・定住のきっかけとなる",人が増えだんだん良くなる街になってほしい,特に心配はない,敦賀市の人の助け合いで頑張る,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",1,3,田舎ですからなにもないところだからあそぶところがないです,0,ぜいきかんけいたかすぎる,0,将来ふあんだらけです,50～59歳,男性
敦賀市,ややそう思う,新しい店や施設が増えた,そう思う,富山へ行きやすくなった,とてもそう思う,メディアで取り上げられる機会が増え観光客が増えると、町の活性化につながるため,そう思う,福井県の良いところを知ってもらいたい,とてもそう思う,今の時代に必要なのは豊かな自然だから、山と海に囲まれた福井県に来ることはストレス社会に生きる人たちにとってとても良いリフレッシュとなるから,どちらかといえば評価している,リーフレットや情報誌などが増え、観光スポットがわかりやすい,とても好ましい,県を超えて交流できる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",5,5,豊かな自然があるから。食べ物もおいしい。,10,,10,,30～39歳,女性
福井市,ややそう思う,駅がきれいになり、周辺も整備された,ややそう思う,石川、富山、長野、東京方面に乗り換えなしで行ける,ややそう思う,実態はよくわからないが、観光客が増えたように思う,そう思う,福井の良さを知って、たくさんの人にきてもらいたい。,そう思う,街が賑やかになると、施設なども整備されるから,どちらかといえば評価している,メディア等で福井を宣伝してくれている,どちらかと言えば好ましい,観光客が多くなると福井の発展につながる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 治安の悪化",旅の恥はかき捨ての人もいるので、少し心配はある,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,6,田舎の人間関係は疲れるが、環境はいい。,3,交通が不便なので、いつまでも車に頼らなければならないが、年をとると不安になる,60～69歳,女性
福井市,そう思う,新幹線に乗って何処かお出かけしてみたい,そう思う,,そう思う,,そう思う,,そう思う,観光スポットに行って欲しい,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,特に心配はない,,観光スポットを結ぶ交通機関,3,4,,7,,5,交通の問題が心配,70歳以上,女性
敦賀市,あまりそうは思わない,,全くそうは思わない,,あまりそうは思わない,,そうは思わない,,あまりそうは思わない,,どちらともいえない,,好ましくない,近隣住民に迷惑をかけないか不安,地域の知名度が上がる,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",1,2,,3,物価が高い,2,,50～59歳,女性
福井市,とてもそう思う,福井駅前がとても賑やかになったから,そう思う,新幹線で東京に行きたくなったから,そう思う,観光客が増えて、活気がついていく気がするから。,そう思う,また行きたいと思ってほしいから。,ややそう思う,福井県産のものを購入してもらって、経済の活性化につながると思うから。,評価している,福井駅も都会のようにきれいになって、子供も喜ぶ場所になったから。,好ましい,観光客が増えれば賑やかになって、福井でお金を使ってくれるといいと思ったから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",5,4,自家用車がないとなかなか交通の面では便利ではないので、その点では自信を持って勧めることはできない。,10,いまの生活に自分に合っていると思うから。,10,子育て世代にも優しく、過ごしやすいから。,30～39歳,女性
越前市,あまりそうは思わない,関西、東海に行く時のJRが不便になった,あまりそうは思わない,問2と同じ理由です,ややそう思う,県外のお友達の反応が、あまり芳しくないから,とてもそう思う,生まれ育った福井を愛していますから,そう思う,"あり続けるべきとまでは思いません
住んでる人の幸せを守る方が大事だと思います",どちらともいえない,お金のかけどころが違う気もします,どちらかと言えば好ましい,経済がまわることは良いことですが、住んでいる人間の生活がもっと大事だと思います,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）",1,4,自然、歴史があり、食も美味しい,9,難点は雪です,9,歳をとるとなおさら雪は大変なので,50～59歳,女性
坂井市,あまりそうは思わない,新幹線駅もないし観光地までの交通も不便,あまりそうは思わない,いろいろ高くなるし駐車場の不足,あまりそうは思わない,不便さが際立ちそう。一部分だけ賑わってる,ややそう思う,せっかく来てくれてるから,あまりそうは思わない,そうなるには宿泊施設が少な過ぎる,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 駐車場",1,1,,3,,1,周りにスーパーもなく除雪も遅く通院も、免許返納が近くなってくると不安しかない,50～59歳,女性
越前市,ややそう思う,通り道だから,あまりそうは思わない,特急に乗りにくい,そう思う,関東の人が来やすい,そう思う,来てくれたらお金を使う,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットの案内板や標識（多言語表示）, 飲食施設, 宿泊施設、土産物屋, 駐車場",4,3,名物が少ない,9,今が幸せ,7,,70歳以上,男性
鯖江市,とてもそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"まちに賑わいが生まれる, 観光客との交流が生まれる",,自然破壊,,"観光スポットを結ぶ交通機関, 観光イベント",3,5,,10,,10,,30～39歳,女性
越前市,あまりそうは思わない,駅が離れている,全くそうは思わない,関係ない,ややそう思う,なんとなく,そう思う,経済効果を期待,そう思う,,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",2,3,,8,,8,,50～59歳,女性
大野市,そうは思わない,人出の賑わいは感じられないから,そうは思わない,車を利用した方が便利,そう思う,"観光客が増えれば経済が回る
福井はいい所だから",そう思う,観光に来て楽しいと感じて欲しいから,そう思う,観光する所は多いと思う,どちらともいえない,活動内容の実体がよくわからない,好ましい,賑わいは大事だと思う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 特に心配はない",,"観光スポットを結ぶ交通機関, 観光イベント, 観光マップやパンフレット, 駐車場",4,3,"いい所だけど、観光にはさみしい
交通が不便",7,"住んでいる街の環境はいい
（冬の除雪や道路整備）",7,変わりはないと感じている,50～59歳,女性
越前市,ややそう思う,便利になった点はあるが、不便になった点もあるため。,ややそう思う,軽井沢への時間距離が近くなった,そう思う,テレビとかで宣伝してくれますからね。,全くそうは思わない,混雑するのは嫌いです。,全くそうは思わない,誰もいない遊園地を貸し切りで利用したい。,評価していない,観光客を呼び込もうとしているから。,全く好ましくない,混雑嫌い。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 体験施設",1,3,勧めて来られると困る,5,ちょっとずれている。,5,変わらない幸せ。,50～59歳,男性
福井市,とてもそう思う,駅前の賑わいが戻った。,そう思う,関東へのアクセが良くなった,そう思う,経済効果が大きい,そう思う,福井の良さを知って貰いたい,ややそう思う,移住先としてのアピールも必要,どちらかといえば評価している,,どちらかと言えば好ましい,混雑する,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）",3,3,,7,,7,,60～69歳,男性
坂井市,ややそう思う,丸岡城への観光客が増えた気がする,そうは思わない,生活に変化があまりない,ややそう思う,車の運転マナーが悪い車が増えた,ややそう思う,福井の魅力を知って欲しい,ややそう思う,,評価している,,どちらともいえない,マナーが悪い人も居る,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",4,4,,8,,6,,30～39歳,女性
永平寺町,ややそう思う,観光客が増えそう,ややそう思う,東京へのアクセスがよくなった,そう思う,福井駅周辺やその他の観光地に、にぎわいが以前よりあると思う。,とてもそう思う,福井県に賑わいが欲しいから。,ややそう思う,色々な方が来てくれるとよいと思うから,どちらかといえば評価している,恐竜の電車やバスなど、結構見かけるので。,どちらかと言えば好ましい,賑わって欲しいから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,交通渋滞や路上駐車などの交通環境の悪化,中部循環道が、休日の夕方など、朝のラッシュ以上に混んでいる時があるから。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 障害者や高齢者への配慮（バリアフリー）",3,3,いいところだ思いますが、他の県にもよいところはたくさんあるので。,5,よいところと、今一つのところがあるから。,5,5年後のことは、よくわからないから。,50～59歳,女性
越前市,ややそう思う,,ややそう思う,東京にいる息子に会いに行きやすくなった,ややそう思う,,ややそう思う,,そう思う,,どちらともいえない,よく知らない,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 駐車場",2,3,,7,,7,,50～59歳,女性
坂井市,ややそう思う,観光客が少し増えた気がするが、観光地までの交通の利便性が悪いためか良いと言えるまでは感じない。,あまりそうは思わない,関西や九州からの列車での帰省等が不便になったため。,そう思う,観光地としての活気は、県民の活気にもつながると思うため。,そう思う,まだまだ認知度が低いため。,そう思う,県民の県外への流出は、地元の楽しさや活気が少ないからだと思うから。,どちらともいえない,頑張っているとは思うがインパクトにかける。,好ましい,観光に訪れる人が他県に比べて少ないと思うから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド",3,2,"観光地の整備をもっと大規模にやらなければ人を呼べないと思う。
30分程度で回れてしまうような所ばかりで、魅力にかける。
離れた場所に点在しすぎで不便。",7,暮らすには静かで治安も良いから。,4,"若者にとっての魅力が無いと思うから。
このままだと高齢者の住む場所というイメージがどうしても強い。",50～59歳,女性
福井市,そう思う,関東圏からの新規顧客等の流入,そう思う,関東圏、信州等の旅行が便利,とてもそう思う,経済効果,そう思う,より知ってもらいたいから,そう思う,様々なメリットが発生する為,評価している,まだまだ不十分だから,好ましい,経済効果,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",多々あります,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",他所でも発生しているから,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 駐車場",5,4,,5,良い悪い両面あるから,5,インフラの未整備,60～69歳,男性
福井市,あまりそうは思わない,線路からも駅からも遠いため,そう思う,東京が近くなった,ややそう思う,福井の人はアピール下手なので、実際に来てもらった方の口コミに期待,そう思う,知られざる観光名所を知ってほしい,そう思う,外からの視点が大切,評価していない,情報発信が不充分,どちらかと言えば好ましい,一部店舗の行列は迷惑に感じることがある,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 特に効果は期待できない",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光案内所、観光ガイド",1,3,,10,県外から来たので、福井の良さ(職場が近い、食物が美味しい)が分かります,10,,40～49歳,女性
敦賀市,とてもそう思う,,そう思う,,そう思う,,とてもそう思う,敦賀市が栄えることはとても嬉しい,とてもそう思う,海もあり、観光地も多く、料理も美味しいので観光地としては相応しい,評価している,,とても好ましい,栄えることは嬉しい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 宿泊施設、土産物屋, 駐車場, 体験施設",5,4,,8,日々の生活は幸せだが、週末に子供を楽しませてあげられる場所が少ない,8,,30～39歳,女性
おおい町,あまりそうは思わない,小浜での開通で変わると思う,あまりそうは思わない,おおいから敦賀まで1時間かかる,とてもそう思う,活性化,そう思う,活性化,そう思う,自然や美味しい食べ物良いところだらけ,評価している,頑張っておられる,好ましい,賑わい,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",福井が好きだだから,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",安全性を守りつつ,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋",4,4,もう少し開けるともっといい,6,住みやすい,7,ずっと住むと思う,50～59歳,女性
敦賀市,そう思う,観光客が増え地元経済に好影響,ややそう思う,地域の施設や飲食店などが整備され、住みやすくなるため,そう思う,地域経済の全体の底上げに繋がるため,そう思う,福井の発展に繋がるため,そう思う,,どちらともいえない,効果的な対策が講じられてないため（地道な努力が必要ですぐには対策は打てない）,好ましい,地域の発展に繋がるため,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, 観光マップやパンフレット, 駐車場",5,4,自然や美味しい食べ物、ゆったりとした時間の流れを感じることができ、日常がリゾート♩,10,前問の回答通り,10,,50～59歳,男性
鯖江市,あまりそうは思わない,人が増えた実感が無い,ややそう思う,東京の取引先が、北陸新幹線を利用するから,そう思う,観光客の増加による経済効果があるから,そう思う,福井は食や自然が素晴らしいから,そう思う,今まで発掘されていないから、需要はあると思う,どちらかといえば評価している,まだ、はっきりと効果が見えていない,好ましい,県が潤うから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,観光スポットを結ぶ交通機関,4,3,鯖江はあまり観光スポットがないから,7,電車・バス等の交通手段が脆弱だから,7,今と同程度では、ないか,50～59歳,男性
福井市,ややそう思う,なんとなく,そうは思わない,なんとなく,あまりそうは思わない,なんとなく,ややそう思う,なんとなくだけど,そう思う,そう思うから,どちらかといえば評価している,なんとなく,どちらともいえない,いい事ばかりじゃないから,特に効果は期待できない,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,そうであるから,7,なんとなく,6,なんとなく,50～59歳,男性
福井市,そう思う,,そう思う,,そう思う,,そう思う,,そう思う,,とても評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）",4,4,,8,,9,,70歳以上,女性
大野市,とてもそう思う,北陸新幹線が開通して県外の観光客が増えたように感じる為。,そう思う,福井駅の施設などが新しくなり色々な食べ物やなど増え需要が増えたように感じるから,あまりそうは思わない,観光客が増えたことはとてもプラスに感じるから,そう思う,福井県民として誇りに思うから,そう思う,良い影響があるから,評価している,色々取り組みをしている為,好ましい,お金が動けば地域が活性化される為,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",良いこと続きの為,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",良いことと悪いことはついて回る為,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光案内所、観光ガイド, 体験施設",5,5,福井県民として喜ばしい事だから,8,今の状況に満足せず取り組んで欲しいため,7,未来なので未知数です,40～49歳,女性
福井市,そう思う,東京から人が来やすくなった。,そう思う,東京や富山に乗り換え無しで行けるようになった,そう思う,人が来て、経済効果が、あると思う,そう思う,,そう思う,勝山恐竜やいろんな観光地を皆さんに知ってもらいたい,評価している,,好ましい,経済効果があって、いいと思う,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,7,バスなとの本数が少ないので、いつまでも自動車を運転するようになる,5,年齢も進み、出かけるための選択が、少なくなってしまって、出かける頻度か、減りそうです。,60～69歳,女性
