【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
南越前町,そうは思わない,,そうは思わない,,ややそう思う,,そう思う,,そう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 飲食施設, 駐車場",1,2,,2,高齢者には住みにくい,1,,70歳以上,女性
あわら市,あまりそうは思わない,,そうは思わない,関西圏へのアクセスがとても不便になった,ややそう思う,,そう思う,,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 体験施設",3,3,,5,,4,,60～69歳,女性
鯖江市,そうは思わない,観光も新幹線駅も無いから,そう思う,孫との旅行に新幹線を利用したから,そう思う,,ややそう思う,,ややそう思う,,どちらかと言えば評価していない,,どちらかと言えば好ましい,,まちに賑わいが生まれる,,交通渋滞や路上駐車などの交通環境の悪化,,トイレ・休憩所等の整備及びユニバーサル化,3,3,,7,,5,,70歳以上,男性
越前町,ややそう思う,日常で新幹線の話題を聞かない。他県より新幹線を利用して来られたと思われるような人を（駅、観光地）あまりみかけない。,ややそう思う,東京方面へ行く方法が増えた。　道中の土地へも（観光）行って見ようかと思う。,そう思う,"観光産業が良くなる。福井県を知ってもらう。
移住などにもつながる。　",とてもそう思う,福井県を知って欲しい。,そう思う,海も山もあり、美味しい食べ物がある。,どちらかといえば評価している,いろいろやっているのを見聞きするが、すごく目新しい感じや効果を感じない。,どちらかと言えば好ましい,観光産業が栄える。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",観光客が増えて、イベントなどで県民も楽しめる。,"歴史文化資源の破壊, 自然破壊",マナ~が悪い方もいるし、全国の観光地で問題になっていることが起こらないとは言えない。,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 体験施設",4,5,自然があり、都会へのアクセスも良い。,10,,8,医療施設、介護施設などは（嶺北）恵まれているように感じる。　車がないと不便。,60～69歳,女性
福井市,とてもそう思う,旅行客が増加した,あまりそうは思わない,関西や名古屋へのアクセスが面倒になった,そう思う,旅行客が福井で買い物や食事をする,そう思う,福井の魅力を感じてもらえる,そう思う,海、山があり、四季を楽しめる,どちらかと言えば評価していない,PRが地味,好ましい,町のにぎわいがでる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,"交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋",4,2,,5,,5,,50～59歳,男性
福井市,ややそう思う,町がきれいになった。ただし駅ができた場所なら周辺のみ。,全くそうは思わない,関西方面に行きにくくなった。,あまりそうは思わない,コンテンツがないと道だけ整えてもしょうがない。,あまりそうは思わない,何も思いつかない,あまりそうは思わない,辺鄙な場所がなくならない方が多様性があってよい,どちらかといえば評価している,頑張ってはいる。気がする。,どちらともいえない,良い面もあれば悪い面もある,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋, 駐車場",1,2,何もないけど何もないのがいいほどでもない,3,静かでいいが活気はない,5,それほどメジャーにはならなさそう,60～69歳,女性
福井市,ややそう思う,,全くそうは思わない,,そうは思わない,,あまりそうは思わない,,そうは思わない,,どちらかといえば評価している,,どちらともいえない,,観光客の消費によって飲食業や宿泊業が潤う,,交通渋滞や路上駐車などの交通環境の悪化,,駐車場,3,2,,3,,3,,40～49歳,男性
敦賀市,そう思う,休みの日駅周囲に人が増えた様なので…,ややそう思う,移動時間が短縮された,ややそう思う,県外ナンバーの車が増えた気がする,ややそう思う,,ややそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",3,3,,5,物価が高い,4,年をとっていくから,60～69歳,女性
福井市,とてもそう思う,観光客が増えた,とてもそう思う,敦賀まで電車で行く時に、新幹線となった事で雪のことをあまり気にならなくなつった、,とてもそう思う,人が増えた事で街が活性化した。,とてもそう思う,リピーター客を増やしたい,とてもそう思う,認知度アップ,評価していない,まだまだ観光振興の施策が足りないから。,とても好ましい,認知度アップの為,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",5,2,観光として紹介できる場所が少ないから,7,楽しめる場所が少ない,5,どうなるから分からないから,50～59歳,男性
敦賀市,とてもそう思う,商店街を歩いている人が増えた感じがする,ややそう思う,活気がある事は良い事,とてもそう思う,街に活気が出て良い,とてもそう思う,,とてもそう思う,,どちらかと言えば評価していない,シャッター街が増えている,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,"自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 体験施設",2,2,,7,,7,,50～59歳,女性
鯖江市,あまりそうは思わない,駅まで遠い,あまりそうは思わない,京都大阪に行きにくくなった,そうは思わない,経済効果に期待,そう思う,福井は観光県でなくホスピタリティが低い,そう思う,,どちらかといえば評価している,,好ましい,,観光客の消費によって飲食業や宿泊業が潤う,,特に心配はない,福井でオーバーツーリズムの心配はない,観光スポットを結ぶ交通機関,4,4,,7,,5,,60～69歳,男性
福井市,ややそう思う,,そう思う,,ややそう思う,,ややそう思う,,そうは思わない,,どちらかと言えば評価していない,,どちらかと言えば好ましくない,,観光客の消費によって飲食業や宿泊業が潤う,,交通渋滞や路上駐車などの交通環境の悪化,,"駐車場, 体験施設",4,2,,6,,4,,30～39歳,女性
福井市,そう思う,駅での観光客が増えた,そう思う,飲食業界などで売上増加,そう思う,人の増加,ややそう思う,"東尋坊、恐竜博物館、永平寺、あわら温泉以外の主となる観光地が少ない
それぞれの距離感がある",そう思う,,評価している,,好ましい,,まちに賑わいが生まれる,,交通渋滞や路上駐車などの交通環境の悪化,,観光スポットを結ぶ交通機関,4,2,,8,,8,,30～39歳,男性
敦賀市,ややそう思う,,あまりそうは思わない,,ややそう思う,,ややそう思う,,そう思う,,どちらともいえない,,どちらかと言えば好ましい,,"波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 駐車場",3,3,,5,,4,,50～59歳,女性
永平寺町,とてもそう思う,永平寺への参拝者が増えると思うから,とてもそう思う,東京に行きやすくなったと聞いているから、行ってみたい,とてもそう思う,お金が落ちるから,とてもそう思う,福井をもっと知ってもらいたい,とてもそう思う,福井はいいところだから,評価している,もう少しセンスのあるアピールがほしい,とても好ましい,活気づくから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 駐車場",5,5,永平寺はよいところ,10,家族みんな幸せ,10,福井は安心できる,50～59歳,女性
福井市,そう思う,,あまりそうは思わない,,ややそう思う,,ややそう思う,,ややそう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,観光スポットを結ぶ交通機関,3,3,,5,,5,,70歳以上,男性
福井市,とてもそう思う,観光客が増えた,とてもそう思う,東京へ行きやすくなった,とてもそう思う,活気が出てきた,とてもそう思う,福井が明るい雰囲気になったから,とてもそう思う,福井にはいいところがたくさんあるのに全国の方に知られてないから,評価している,色々なイベントがあるから,とても好ましい,全国の方に福井のいいところを知ってもらえるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",福井のいいところを知ってもらいたいから,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",節度ある方ばかりではないから,"観光スポットを結ぶ交通機関, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場",5,5,私は県外の人間ですが、福井にはとても素晴らしいところがたくさんあるから,7,交通の便が悪いと感じるところがあるから。車じゃないといけないところが多く駐車場が少ない。公共の交通機関の利便性が他の県に比べてあまり良くない,9,もっと良くなることを期待してます,50～59歳,女性
永平寺町,ややそう思う,少し観光客が増えた実感がある,ややそう思う,東京に1本で行ける,ややそう思う,観光客が増えれば活気づく。,そう思う,,そう思う,,どちらかと言えば評価していない,あまり良い取り組みをしているとは感じない,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊",,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋",3,2,,4,,4,,～19歳,男性
越前町,とてもそう思う,早い,とてもそう思う,東京行きやすい,とてもそう思う,福井県で経済が回るから,とてもそう思う,福井いいとこ皆おいで,とてもそう思う,観光から、移住、定着,まったく評価していない,福井県はアピールがしょぼい,とても好ましい,単純に消費が増える,観光客の消費によって飲食業や宿泊業が潤う,当たり前のこと,特に心配はない,心配するほど来てない。,飲食施設,1,5,住みやすい,10,何不自由ない生活できてる。,10,このまま行けば全て順調,40～49歳,女性
福井市,そう思う,街の様子が変わってきたから。,そう思う,今まで無かったお店が出来た。,そう思う,オーバーツーリズムまではなっていない。,そう思う,潤うと思うから。,そう思う,コンテンツが多いから。,どちらともいえない,PRが下手だと思う。,どちらかと言えば好ましい,街が活性化するから。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 駐車場",4,4,自慢できるコンテンツが多いから,8,暮らし易いから。,8,暮らしやすさが変わらないと思うから。,60～69歳,男性
鯖江市,あまりそうは思わない,鯖江は駅がないため観光客があまりいなくなった,あまりそうは思わない,新幹線をあまり利用しないので,そう思う,観光によって福井の知名度が上がる,とてもそう思う,福井の良いところアピールしたい,そう思う,見どころがたくさんあるこら,評価している,敦賀の駅中などパンフレットがたくさんあって興味が持てた,好ましい,たくさんの人が来て賑わってほしいから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",賑わいは大事,日常生活に影響が出るほどの不安,そんなに変わらないと思う,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光案内所、観光ガイド",5,4,,8,住めばみやこです,8,,40～49歳,女性
福井市,そう思う,観光客が増えるから。,あまりそうは思わない,観光客との関わりがないから。,そう思う,観光客が増えるから。,ややそう思う,あまり人が多いのもいやだから。,そう思う,福井が選ばれるのはうれしい。,どちらともいえない,よく分からない。,どちらかと言えば好ましい,観光業が潤うから。,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",消費が増えるから。,騒音やごみの増加,面倒な人も増えると思う。,観光スポットを結ぶ交通機関,3,4,やはり田舎だと思う。,8,落ち着けるから。,8,そんなに変わらないと思う。,50～59歳,男性
大野市,あまりそうは思わない,,あまりそうは思わない,,そう思う,,そう思う,,そう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 飲食施設, 駐車場",3,3,,3,,4,,40～49歳,女性
敦賀市,ややそう思う,,そうは思わない,,ややそう思う,,ややそう思う,,ややそう思う,,どちらかと言えば評価していない,,どちらかと言えば好ましくない,,"波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 駐車場",2,3,,5,,4,,40～49歳,男性
越前市,あまりそうは思わない,",,敦賀で乗り換えが不便",そうは思わない,大阪方面不便になりました,ややそう思う,,そう思う,福井の良さを知ってもらいたい,そう思う,,どちらともいえない,,好ましい,,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,"騒音やごみの増加, 自然破壊",,"観光スポットの案内板や標識（多言語表示）, 飲食施設, 駐車場",3,4,,7,,7,,70歳以上,男性
坂井市,とてもそう思う,来客増を見越した様々な投資が行われ、経済が活気付いたから,ややそう思う,長野や東京へ行きやすくなったから,ややそう思う,福井駅周辺が整備されたから,そう思う,福井の良さを感じて欲しいから,あまりそうは思わない,移住も目的としてほしい,どちらかといえば評価している,ある程度取組んでいるから,どちらかと言えば好ましい,福井を知る人が増えるから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光イベント, 駐車場",4,4,,8,,8,,60～69歳,男性
福井市,ややそう思う,県外からのお客様が増えたようにおもう,あまりそうは思わない,目に見えてどうという変化を感じていないから,あまりそうは思わない,,とてもそう思う,,とてもそう思う,もっと福井のよさをしってほしいから,どちらともいえない,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光マップやパンフレット, 駐車場",4,3,,3,,5,,40～49歳,女性
鯖江市,ややそう思う,新幹線に乗る時たけふ駅の無料駐車場が助かる,ややそう思う,サンドームなどのコンサートが増える？,とてもそう思う,観光客がお金を使ってくれる,とてもそう思う,福井を選んでくれてありがとう,とてもそう思う,御飯が美味しい　お店とか繁盛してほしい,どちらかといえば評価している,越前町のクーポン　鯖江のものづくりイベント　池田町は頑張っていると思う　,とても好ましい,福井県が元気になる　でも中国人が増えるのはマナーなど心配,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安",,"観光スポットを結ぶ交通機関, 観光イベント, 駐車場",4,4,,8,名古屋・大阪が行きづらくなった,8,それほど大きくは変わらないと思う,50～59歳,女性
越前市,ややそう思う,観光客増えたと思うけどあまり影響とかわからない,あまりそうは思わない,よくわからないから,あまりそうは思わない,他都道府県ほどオーバーツーリズム無いと思うけど良い影響もわからない,ややそう思う,マナーよい「客」ならば歓迎　それでも大挙して来ないでほしい　,あまりそうは思わない,観光を推すところは観光用に特化して対策出来るとよいと思う　生活圏内に増えすぎると辛くなりそう,どちらかといえば評価している,,どちらともいえない,生活に支障がない範囲で,"地域の知名度が上がる, 歴史文化資源の保存活用につながる, その他",今まで普通に出来ていたことが予約しないと買えなくなるとか行けなくなるとかならないでほしい　要領良くないと駄目な環境は辛い,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安, その他",ゴミ捨てや交通違反などルールを守れない人は客とは呼べない　,"トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光案内所、観光ガイド, 駐車場, その他",1,3,住みやすいし自信はあるけど他の人におすすめする必要があるとは思えない　,7,住みやすいけど遊びに行くのには不便あり,6,病院とか減ってそう,50～59歳,女性
福井市,ややそう思う,関西へ行くのが不便になった。,あまりそうは思わない,海外旅行時の乗り継ぎが増えた。,あまりそうは思わない,横浜からは不便になった,とてもそう思う,食べ物が美味しいので是非に来て活気をつけて欲しい,とてもそう思う,何もないのが良い。,どちらかといえば評価している,身近な所のいいところを発券出来た。,とても好ましい,人口が増えるきっかけになってほしい。,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",まず、知ってほしい。,その他,そんなに悪影響なほど増えないと思う。,観光スポットを結ぶ交通機関,3,3,余りない,8,冬の雪と老後の移動そゅだん,7,老後の移動手段,60～69歳,女性
福井市,そう思う,,とてもそう思う,東京に子供達がすんでいるので行きやすくなった,ややそう思う,観光客が多くなって地域が活性化,ややそう思う,福井は沢山良い所があるから,そう思う,福井を知らない人がまだたくさいる,どちらともいえない,まだまだ行政に頼りすぎ,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋",3,3,,8,,8,,60～69歳,女性
小浜市,ややそう思う,敦賀から小浜線に乗り換える観光客に会った,あまりそうは思わない,富山の病院へ行くのに、金沢駅で途中下車すると割高になる,そう思う,お金を落としてくれる観光客が居てこそ,そう思う,交通の便が悪かったら来ないでしょう,そう思う,経済効果に期待,どちらかといえば評価している,京都まで早く新幹線を延伸してほしい,好ましい,経済効果,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,騒音やごみの増加,不法投棄の懸念,"観光スポットを結ぶ交通機関, 観光マップやパンフレット",2,2,地元の者ほど地元には何も無いと思っているだろう,1,雪は降るし、何より車が無ければ何も出来ない,0,マイナス資産の農地や山林をどうせえっちゅうんや,50～59歳,男性
永平寺町,ややそう思う,,あまりそうは思わない,,そう思う,,そうは思わない,,ややそう思う,,どちらともいえない,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 歴史文化資源の保存活用につながる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 宿泊施設、土産物屋, 駐車場",2,4,,8,,7,,60～69歳,男性
永平寺町,ややそう思う,人が来るから,全くそうは思わない,人ごみが増えるだけなので,とてもそう思う,福井の人が潤えば色々遊ぶ場所とか作ってくれるから,とてもそう思う,カニ食べて恐竜見に行きたい,とてもそう思う,色々出来てるし楽しいと甘々,どちらともいえない,コロナ禍の方が恩恵あったから,とても好ましい,福井を知って欲しい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,3,他の県も良いところがあるから,7,特に困っていない,7,特に変わらないと思っている,40～49歳,女性
福井市,とてもそう思う,東京まで行くのに便利になった,とてもそう思う,,とてもそう思う,,とてもそう思う,たくさんの人に福井に来てもらって、経済効果を上げるため,とてもそう思う,,どちらかといえば評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",4,5,,7,,5,,50～59歳,女性
坂井市,あまりそうは思わない,何も変わらない,そうは思わない,"サンダーバードがなくなり乗り換え増えて不便
東海道線につながってないので不便",あまりそうは思わない,物価が観光客価格になり高くなる,そう思う,,ややそう思う,"もっと発展するならばいいと思う
",どちらともいえない,,どちらともいえない,活性化にはいいが、地元民が暮らしにくくなるのは良くないと思う,"観光客の消費によって飲食業や宿泊業が潤う, 地域の知名度が上がる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 飲食施設, 宿泊施設、土産物屋, 駐車場",1,2,,5,幸せとも不幸とも思わない,5,変わらないと思う,50～59歳,女性
福井市,ややそう思う,,ややそう思う,金沢や富山に行くのに便利,ややそう思う,良くテレビで放送されるようになった,とてもそう思う,福井の魅力を知って欲しい,そう思う,食べ物が美味しいから,評価している,色んなところとコラボしている,好ましい,駅前がもっと賑わって欲しい,観光客の消費によって飲食業や宿泊業が潤う,,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 宿泊施設、土産物屋, 体験施設",3,3,遊ぶ所がない,5,冬に雪が積もるから,5,そんなに変わらないと思う,50～59歳,女性
鯖江市,ややそう思う,"便利だから
",ややそう思う,,ややそう思う,,そう思う,,そう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 駐車場",3,4,,7,,6,,50～59歳,女性
越前市,ややそう思う,東京方面の方の利便性が良くなり、少しでも観光が増えているかなと。,全くそうは思わない,あまり関係がない,とてもそう思う,観光による人の往来が増えることは活性化につながる,とてもそう思う,どちらにもいい影しかない,とてもそう思う,良いところがたくさんあるが認知度が低い。また、きてもらえる観光地の整備も必要。そうすれば他分野にまで潤う,どちらかといえば評価している,アピール度がまだまだ低いかな,とても好ましい,地域活性化,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",福井のよさを移住、定住で人口や新しいことをやろうというチャレンジ精神も期待できる,特に心配はない,先ずはきてもらわないと何が懸念されるかは後でいい,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 観光案内所、観光ガイド, 駐車場, 体験施設",5,5,観光施設がないにしてもそもそもの良さをアピールはできると思う,5,普通。もっと呼び込める施設があればいい,5,,50～59歳,女性
福井市,そう思う,"他県から旅行先に選ぶ人が
増えると思う
",ややそう思う,"県外に住む身内が帰省する際など
便利になるかな？",そう思う,,とてもそう思う,,そう思う,,どちらかといえば評価している,,好ましい,,"まちに賑わいが生まれる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 体験施設",2,2,,7,,8,,60～69歳,女性
福井市,とてもそう思う,駅前の客数が増えた印象がある。,そう思う,,とてもそう思う,経済的にも店が活性化する,そう思う,海鮮が美味しいから。,そう思う,,評価している,,好ましい,,"まちに賑わいが生まれる, 地域の知名度が上がる",,"騒音やごみの増加, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 観光マップやパンフレット, 宿泊施設、土産物屋",4,4,,9,,9,,20～29歳,女性
